module,alpha,seed,n_iters,total_steps,train_return_late,train_return_early,train_return_delta,train_task_score,train_capture_rate,train_pursuer_dist,eval_return,eval_task_score,eval_capture,eval_pursuer_dist,explained_variance,entropy,policy_loss,value_loss,approx_kl,clipfrac,grad_norm,ratio0_max,ratio0_min,nan_count,cap_c1_participation,marginal_c1_rate,knn_c1_sighted_frac,dist_full_sight,dist_sensor_limited
broadcast,0.0,0,625,2000000,-424.57187312264597,-717.3370931225438,292.76521999989785,1.884485474420968e-05,0.003528225806451613,1.9561585812607118,-454.00952500104904,0.0,0.0,1.973343066908419,0.9085424984655073,1.1373847782611848,-0.00019751700193923032,0.009447562144017698,0.0003552523195813048,0.0010129536253389586,0.06604314900093497,1.0,1.0,0,5.544354838709678e-05,2.5201612903225806e-05,0.8475410814054551,3.0520713268268493,3.8951421313516557
broadcast,0.0,1,625,2000000,-404.28189422911214,-730.6811496442364,326.39925541512423,0.0005783677500144597,0.02620967741935484,1.8317046984357217,-362.0889863818884,0.0,0.0,1.5898110276181252,0.9110761678987934,1.0735897852528478,-0.0002221847844850046,0.008539640023222808,0.0003796888855223171,0.0010971774173148701,0.07364641818548398,1.0,1.0,0,0.0015826612903225804,0.0008014112903225807,0.8742483122887149,2.9240029512730334,3.700149882608844
broadcast,0.0,2,625,2000000,-457.78697913981256,-729.1648490352015,271.377869895389,0.0003136409381462054,0.017137096774193547,2.0158579825585887,-95.08821939677,0.04623279376727467,0.09875,1.1146728987956886,0.8786533398012961,1.152616039591451,-0.0001753186485180661,0.01490775421562209,0.00024676952062676987,0.0006005544302341402,0.0592510190822424,1.0,1.0,0,0.0009375000000000001,0.0004737903225806452,0.8349265934574991,3.073471272876186,4.393905956052965
broadcast,0.0,3,625,2000000,-428.6880398685894,-736.7299252479307,308.04188537934135,0.0001357595789874547,0.010080645161290322,1.9870612430284096,-374.2086460068822,0.0,0.0,2.3835585641302166,0.8922889088430712,1.1232178691894776,-0.00018385100920569435,0.008115779617500839,0.000267974084197801,0.0006915322616365294,0.06343719940031724,1.0,1.0,0,0.0004032258064516129,0.00016129032258064513,0.8904738317670362,3.1070291462732897,3.860597920033239
broadcast,0.0,4,625,2000000,-382.45240993172894,-675.1612518987348,292.70884196700587,0.0008059441320038382,0.03881048387096774,1.7354082448444061,-436.47607892751694,0.0,0.0,1.5842911834828555,0.9005616268803996,1.1014500135375607,-0.00022052636213957646,0.010419029966297124,0.0004212723328967329,0.0014504032120502223,0.07613274542194218,1.0,1.0,0,0.0021421370967741934,0.0011693548387096773,0.8490034950548604,2.79981279577459,3.499453826969669
broadcast,0.25,0,625,2000000,82.42952480816072,-624.809603519978,707.2391283281388,0.1703800113622387,0.8886088709677419,0.9589340621593498,67.70968493819237,0.16948947358567437,0.31625000000000003,0.8658947235730011,0.920191764831543,0.7492288430852275,-0.00022138803023367268,0.006920252036633708,0.0003071181089231166,0.0013301915323843446,0.12933891012423457,1.0,1.0,0,0.3287550403225806,0.22519153225806451,0.9296284990829804,2.6279353755976893,1.3524893305883294
broadcast,0.25,1,625,2000000,90.33254457793889,-636.4241814459524,726.7567260238912,0.175311643658617,0.8996975806451613,0.943595585528641,365.0931140072644,0.33261825000752304,0.495,0.48819885498727666,0.9377712386269723,0.6931384490382285,-0.00023614147677375734,0.006217839146002833,0.0003754909250537088,0.0020674395245805204,0.13683004636437654,1.0,1.0,0,0.33735887096774186,0.23218245967741932,0.9167288732432549,2.6908293049734446,1.3265032661405782
broadcast,0.25,2,625,2000000,-232.64119085528316,-664.1266260685459,431.4854352132627,0.03493949344805064,0.4213709677419355,1.3692112821580902,-53.59345107898116,0.05504831066062315,0.09625,0.7460010795050767,0.9426635369177787,1.0407487111706886,-0.0002385308668263077,0.02169215702301547,0.00028075752126146294,0.0008041330701269981,0.061588630176359564,1.0,1.0,0,0.08137600806451613,0.056144153225806445,0.9116467883029292,3.0590937708943122,1.9039328949393763
broadcast,0.25,3,625,2000000,60.06092172788997,-684.4550393089171,744.5159610368071,0.15955856867609236,0.8780241935483871,1.001293105368893,254.95055582001805,0.1869871981941401,0.485,1.5938152255048044,0.9490253319663386,0.7586163380453665,-0.0002467888909704126,0.005615442305908397,0.00033324165024545055,0.0014753024150781844,0.11595682826854524,1.0,1.0,0,0.31494455645161296,0.21644657258064517,0.925190134654122,2.6552454094324385,1.421783333037409
broadcast,0.25,4,625,2000000,102.71844888598689,-591.1472407464058,693.8656896323927,0.17924766466610995,0.9042338709677419,0.9236762394107155,-97.40652230381966,0.11615401552561992,0.19999999999999998,0.7238586817553733,0.9376524715654312,0.7324194961017176,-0.00024784745078646565,0.006311350017635767,0.00037467717780576123,0.001886088700291166,0.16112610044618764,1.0,1.0,0,0.34074092741935486,0.23066532258064518,0.9270838560404314,2.5152909942115507,1.3202581047350845
broadcast,0.5,0,625,2000000,133.56419378855537,-645.8271036994073,779.3912974879627,0.19187668502008037,0.9430443548387096,0.9116853720502506,57.023502837866545,0.16236320541585864,0.32,0.9709368904773146,0.9508516317413699,0.7034098468480572,-0.00022476262380016656,0.004205413081593037,0.0003394446817451797,0.0018939012080203441,0.1432200709478028,1.0,1.0,0,0.36204637096774195,0.2524042338709678,0.9385383490689341,2.5952809149699823,1.225992202803252
broadcast,0.5,1,625,2000000,84.89698251937666,-573.5631254872968,658.4601080066735,0.17041474666498976,0.90625,0.9323991433855506,368.7979550473392,0.3418343139106664,0.495,0.4481879143801052,0.9444877505302429,0.8172489836331337,-0.00023882151825900167,0.007118646896654508,0.00025675408855511435,0.001166733872630532,0.10484072902510239,1.0,1.0,0,0.32627520161290324,0.22757560483870962,0.9355926406191241,2.770577154469587,1.261100758466749
broadcast,0.5,2,625,2000000,130.90270090259372,-609.1270881852796,740.0297890878733,0.1911144141427038,0.9349798387096774,0.8886388074774894,483.5263538733125,0.37903840733396016,0.60125,0.5862860384606756,0.9416223562532856,0.6416711729380391,-0.00023434136764885558,0.005271683636331704,0.0002947312668351095,0.0011374495947811178,0.10911382029974649,1.0,1.0,0,0.35790826612903215,0.2491784274193548,0.9382352098053501,2.483635858874167,1.2188014427836862
broadcast,0.5,3,625,2000000,120.48441633293706,-647.9599143843496,768.4443307172867,0.18833125344796933,0.9334677419354839,0.9026487877640513,249.7911227606237,0.18735639774319693,0.4775,1.5504844514268916,0.9497236032639781,0.7717555092227074,-0.00022542850170156355,0.004472613801819134,0.0002796973779408445,0.0011800907288429807,0.11317650745472596,1.0,1.0,0,0.3538659274193548,0.24905241935483874,0.9377102962520815,2.6230977286903125,1.2416035864970856
broadcast,0.5,4,625,2000000,116.60537257550224,-522.3065196006529,638.9118921761551,0.18302164825693848,0.9339717741935484,0.9154296544206237,-68.75736036151648,0.12627270570332919,0.22375,0.7720185385923832,0.9367364952641148,0.7462358085378523,-0.0002258355699383931,0.007104042328653752,0.00028951937584884664,0.0010406250050612722,0.10501010667893193,1.0,1.0,0,0.34609879032258056,0.24114415322580643,0.9329399911242144,2.6020800711695222,1.2407849605657881
broadcast,0.75,0,625,2000000,99.48601144600299,-686.398873582963,785.884885028966,0.17411672462242458,0.9238911290322581,0.9587775564253811,68.48615368455648,0.16211739824150367,0.32,0.9739404199871933,0.953003796838945,0.8256203721607884,-0.00021139864666271603,0.00690771047281277,0.00033014114304352786,0.001519909266426078,0.11034202262639034,1.0,1.0,0,0.33656250000000004,0.2348639112903226,0.9395608146344462,2.69230801258837,1.2827091485033593
broadcast,0.75,1,625,2000000,133.30879923172535,-559.8631455167647,693.17194474849,0.19365869048294745,0.9445564516129032,0.8880110445101895,364.3038330487907,0.3327267626641094,0.495,0.48774983536917715,0.9456555276147781,0.6922617097054758,-0.00023978321659971576,0.005535016230292446,0.00035440503782158274,0.0016855846722225098,0.126375293929971,1.0,1.0,0,0.3627167338709677,0.253835685483871,0.9371299389773797,2.6458737628858895,1.1981403221033755
broadcast,0.75,2,625,2000000,127.9647348104946,-643.7101624242721,771.6748972347667,0.19251266466323788,0.9284274193548387,0.8822611592637916,471.5478081405163,0.36509702223844775,0.59375,0.626311977262958,0.9456188909469112,0.6418089734931146,-0.00020761749551190793,0.004794218600727567,0.0001873160890474556,0.0006091733905885453,0.07852236246990575,1.0,1.0,0,0.35905241935483867,0.2522782258064516,0.9361600364600458,2.5448381005708254,1.220944892613878
broadcast,0.75,3,625,2000000,96.73066642688167,-688.2952737808228,785.0259402077045,0.17622444777310117,0.9203629032258065,0.9108462240703163,-45.81495610997081,0.07397028751336551,0.19624999999999998,1.652808477510698,0.947438556340433,0.7453763067722321,-0.0002033431938654411,0.004494615623937688,0.00020264654313130662,0.0006305443532666134,0.08507926961587318,1.0,1.0,0,0.3330191532258064,0.2318548387096774,0.9375835678173652,2.6635586648482463,1.2563145821974162
broadcast,0.75,4,625,2000000,130.31692149514151,-543.9144814052889,674.2314029004305,0.1897383220440788,0.9420362903225806,0.8950939358182012,-83.94819211401045,0.11766906858229505,0.20750000000000002,0.7629289851593786,0.9422171231239073,0.6695725190062679,-0.0002544914684449889,0.0056437045298215905,0.00038010823947388195,0.0019577117083005285,0.12235218317758649,1.0,1.0,0,0.3558215725806451,0.24911290322580645,0.9344024043506193,2.5653799985661614,1.2174249891408029
broadcast,1.0,0,625,2000000,137.9904844674372,-656.5643285551379,794.5548130225751,0.19716541117848882,0.9430443548387096,0.8703484542301346,65.78441781178117,0.1667881703833192,0.32,0.9186100868717767,0.9461725498399427,0.7011300590730483,-0.0002194083719547617,0.004555762561053112,0.0003064054846955033,0.0015855846729942713,0.1271465367066764,1.0,1.0,0,0.36394153225806447,0.25523185483870964,0.9395363329302879,2.5769042553055677,1.1912976525567713
broadcast,1.0,1,625,2000000,125.03031574910686,-583.8014486720485,708.8317644211554,0.1893542176410499,0.936491935483871,0.9032320543366575,365.51429437473416,0.3315385212084895,0.495,0.4933759999717585,0.9446410344493005,0.7310474991798401,-0.0002220246921149552,0.0053875603209880074,0.0003119874396903415,0.0017095766190381326,0.13451464932652246,1.0,1.0,0,0.3573941532258065,0.25070060483870965,0.9368246395068784,2.674885648609169,1.2173224547144865
broadcast,1.0,2,625,2000000,109.41438282016784,-619.7666874816341,729.1810703018019,0.18078363310000511,0.9233870967741935,0.9372898586118414,414.56110290437937,0.3215985461842654,0.5425,0.6872116474795621,0.9290712495003978,0.7253863053937111,-0.00019644105858057233,0.006265332792404872,0.00021135434407429138,0.0009042842749793668,0.09225431955269264,1.0,1.0,0,0.34714213709677416,0.24311995967741934,0.9384901059154542,2.613048004411881,1.2782206293195486
broadcast,1.0,3,625,2000000,98.9850208533387,-701.6980589205219,800.6830797738606,0.17774695821658973,0.9178427419354839,0.9178628543668217,267.2784590497613,0.20144597812255238,0.49,1.4324633770016952,0.9444235024913665,0.7624630420438704,-0.00023916793336940415,0.004412993113134728,0.00030581399521337975,0.0013926915353060121,0.12111623986594136,1.0,1.0,0,0.3363760080645162,0.2361391129032258,0.9373488325553555,2.6817268439718793,1.2657070586806347
broadcast,1.0,4,625,2000000,105.9164233005816,-551.199070722826,657.1154940234077,0.17892163261554095,0.9233870967741935,0.9094133520270549,-63.143766863271594,0.13054904804824388,0.22375,0.7141250250907615,0.9326653345938651,0.7703852569864642,-0.00020126712142621298,0.006720505392689565,0.00022764324157794195,0.00109148185769766,0.09848646383372042,1.0,1.0,0,0.33781754032258066,0.23529233870967742,0.9338306876920883,2.6283114850833535,1.2487039274626202
broadcast_zm,0.0,0,625,2000000,-508.0294938548919,-713.435448292763,205.40595443787112,1.3681788904686195e-05,0.0020161290322580645,2.1585699150831466,-502.7867134511471,0.0,0.0,1.8822080271132289,0.907694302258953,1.2836572193330331,-0.000127253092838894,0.013624313521769685,0.00012032844472412716,1.1038306183762496e-05,0.04466298563526037,1.0,1.0,0,4.032258064516129e-05,2.0161290322580645e-05,0.8632985703214522,3.0657264389722574,5.44151834972443
broadcast_zm,0.0,1,625,2000000,-508.0016072680873,-709.8778160310561,201.87620876296882,0.00011757195134430119,0.009072580645161291,2.142477935418006,-530.9838765859604,0.0,0.0,1.7943145386129618,0.9269055406893453,1.2574053341342557,-0.00016179656810219562,0.01443331298388296,0.00025251758431977584,0.00043634072601213996,0.054988619808347926,1.0,1.0,0,0.00036290322580645164,0.00012096774193548388,0.8523949123870942,3.1241249698208224,5.388265604319112
broadcast_zm,0.0,2,625,2000000,-523.1823308660138,-731.6788537963744,208.49652293036058,2.748199682969442e-05,0.0025201612903225806,2.1335421734952154,-279.44232519716024,0.0,0.0,1.053653949566069,0.8986642687551437,1.2447429958851108,-0.00014640101161705546,0.01956048393922462,0.00016953870540095746,0.0001362399212256002,0.04808059956337652,1.0,1.0,0,8.064516129032258e-05,6.0483870967741935e-05,0.8086593107398478,3.0572411550581453,5.659086061831443
broadcast_zm,0.0,3,625,2000000,-509.665363183185,-734.3941650621352,224.72880187895026,4.4773898792208065e-05,0.0025201612903225806,2.1580650469276215,-435.5353016704321,0.0,0.0,2.6216141502559185,0.9107118470053519,1.2748342189096635,-0.00016174183702587623,0.01396382505735077,0.0002210364106604529,0.0001940524171239246,0.049730677812570484,1.0,1.0,0,0.00014616935483870966,7.560483870967744e-05,0.8807856101278337,3.0357111500443956,5.41506937415369
broadcast_zm,0.0,4,625,2000000,-507.58972754017,-686.1442751038459,178.5545475636759,4.858850768757416e-06,0.0010080645161290322,2.1706487049787273,-482.58687899261713,0.0,0.0,2.229647837616503,0.9135898861192888,1.1942046250066451,-0.00015602659667096066,0.015757031940043888,0.0001505362458802848,5.105846813098603e-05,0.0462144515867675,1.0,1.0,0,1.5120967741935484e-05,0.0,0.8459044165572812,3.031153521268598,5.590531033854331
broadcast_zm,0.25,0,625,2000000,-44.80521736594458,-618.4809323972271,573.6757150312825,0.1352620860699927,0.6990927419354839,0.9738495456487423,12.71325221285224,0.17101118475451643,0.32,0.8712304108438548,0.9448144205154911,0.9828520367222449,-0.0002477246845897837,0.010628589530355217,0.00045481235553060514,0.001933518143179669,0.1432251212998263,1.0,1.0,0,0.26121471774193555,0.16343245967741937,0.8974294767552807,2.6638925049261704,1.7779763446796324
broadcast_zm,0.25,1,625,2000000,-0.9138320911405314,-585.9606092687576,585.0467771776171,0.14840709648148703,0.7535282258064516,0.9455674222532299,358.67377629876137,0.3256077645044509,0.49,0.5049535071686841,0.9400585505270189,0.8208277614847306,-0.00023987399617421624,0.01016760253903241,0.0004737066300435339,0.0023010080674148357,0.1861925416055225,1.0,1.0,0,0.2848286290322581,0.1823941532258064,0.8823099481963345,2.591225297128962,1.6380802187179364
broadcast_zm,0.25,2,625,2000000,-94.08219825308169,-652.7826772735965,558.7004790205149,0.10808329178411194,0.6542338709677419,1.0701961505653395,487.741021938622,0.3859878139194341,0.605,0.5674144282127963,0.9583237421128058,1.0655698020612039,-0.00023465310244679807,0.01613157559036002,0.0004272002222458837,0.001745514110030654,0.11109659793155804,1.0,1.0,0,0.219601814516129,0.14261088709677422,0.8604299070854341,2.655996062044174,1.9478607407140154
broadcast_zm,0.25,3,625,2000000,-41.87513697988564,-674.0466308055386,632.171493825653,0.1362708941643494,0.7056451612903226,1.0126239457606308,247.9953910149634,0.19552256283523117,0.48375,1.4741466848389246,0.9543598073144113,0.9440880495694375,-0.00021114306463495226,0.00870064489258028,0.0003409337393639907,0.0009940524200095044,0.12436864480616582,1.0,1.0,0,0.26848790322580646,0.17317540322580646,0.8706531214810188,2.62147967014582,1.931356639857254
broadcast_zm,0.25,4,625,2000000,-11.678899079561234,-595.3496499292312,583.67075084967,0.1509564625040516,0.7036290322580645,0.9297801894093713,-232.2676811106503,0.0641067874377608,0.11,0.7160121778282337,0.9459965584739563,0.9737234730874339,-0.0002771821826105829,0.010132935043093852,0.000590629689577767,0.0032412802423594385,0.19814633399608636,1.0,1.0,0,0.28579637096774196,0.17903225806451611,0.8884821842082083,2.513222049028883,1.8476598432407747
broadcast_zm,0.5,0,625,2000000,139.14780867195898,-623.1464393446522,762.2942480166112,0.19994199535886903,0.9380040322580645,0.84494600094975,77.75946395471692,0.17626961181861683,0.32,0.8154158198600634,0.9498886292980563,0.7616285227960156,-0.00026216698288949607,0.004687693523197948,0.00046108299544454296,0.0023843750115525894,0.19922283521342657,1.0,1.0,0,0.3640675403225806,0.25364415322580647,0.9388947722027379,2.5463891254846116,1.169233870259937
broadcast_zm,0.5,1,625,2000000,120.69880394253039,-572.992813421834,693.6916173643643,0.19103797493670477,0.9329637096774194,0.8662075859067901,359.0186231844127,0.32411424600276506,0.49250000000000005,0.5201180004468188,0.946119224832904,0.7295182012742566,-0.00021715511887808212,0.005587259902348392,0.00037772282732463695,0.0024226814555438083,0.18664427571479353,1.0,1.0,0,0.3533467741935484,0.24742439516129033,0.9362471625401128,2.668668493799144,1.1911104567625348
broadcast_zm,0.5,2,625,2000000,142.7869702642483,-592.4461802282641,735.2331504925124,0.20018765848030806,0.9359879032258065,0.8686054129874513,487.23489105701447,0.3821236828002318,0.605,0.5832689603912877,0.9435051391201634,0.6847290599538435,-0.00021109018028093508,0.004780785381914096,0.0003684260046961383,0.0021544858895022694,0.1571785143005752,1.0,1.0,0,0.37070564516129034,0.2595413306451613,0.9365042187033161,2.4935157625449285,1.2023125901938447
broadcast_zm,0.5,3,625,2000000,130.26314135664893,-659.6125603606624,789.8757017173114,0.19602493550410716,0.9344758064516129,0.866348742643191,267.225706204772,0.19811494788991424,0.49,1.4733221147692528,0.9481078540125201,0.7732309333739743,-0.00023745568040174175,0.004475222670307878,0.00038060187348106905,0.0024321068451993353,0.20952817761008777,1.0,1.0,0,0.3614566532258065,0.2534475806451613,0.9363263674897531,2.5923282583778904,1.2102191607497872
broadcast_zm,0.5,4,625,2000000,140.17271053742977,-502.5622547441913,642.734965281621,0.1978659703924987,0.9455645161290323,0.8613593536711508,-72.59253020957112,0.12689774798267334,0.22125,0.7436567681934685,0.9396218522902458,0.7669570219132207,-0.00022009043250878444,0.006294278784715079,0.0003387175430453077,0.0018791834672928082,0.14998925654518028,1.0,1.0,0,0.3644052419354838,0.2539818548387097,0.9320809758478594,2.542267860166969,1.1913056770628014
broadcast_zm,0.75,0,625,2000000,138.03107975675695,-680.3696598160651,818.4007395728221,0.19820157816027384,0.9410282258064516,0.8510847629041922,69.48821043223143,0.1658498139874029,0.32,0.929540431011701,0.9487251139456226,0.7022593119452076,-0.0002256352737580388,0.004311602257357315,0.00041490778137073754,0.0023362399195379258,0.16317521724249087,1.0,1.0,0,0.3620463709677419,0.2521824596774193,0.9387478825257672,2.5455237155599937,1.1734227758501807
broadcast_zm,0.75,1,625,2000000,144.4851883433519,-567.7873064471829,712.2724947905348,0.20196074140343645,0.9455645161290323,0.8335044475849116,371.02436548285186,0.34792863954762887,0.495,0.4228684607427567,0.9399126652748354,0.6928503447963344,-0.0002494362005062907,0.005517415647139547,0.00040541834373277147,0.002266532259214223,0.1581734964744218,1.0,1.0,0,0.3671471774193549,0.25661290322580643,0.9364142132189968,2.558303002323354,1.143652579625768
broadcast_zm,0.75,2,625,2000000,129.19423243715877,-618.1564308366468,747.3506632738056,0.1910002864848838,0.9309475806451613,0.8746501373319374,487.5789821818471,0.3848945912755014,0.605,0.5718902030313621,0.9397277447485155,0.645549591606663,-0.0001861485728455519,0.005348301302236006,0.0002349639901108006,0.0009653225801640768,0.10524544538629628,1.0,1.0,0,0.35521169354838705,0.24872983870967744,0.9370140113849793,2.4806657583506837,1.2055897781817664
broadcast_zm,0.75,3,625,2000000,123.07671058802835,-654.3857992464497,777.462509834478,0.19155476850170866,0.9369959677419355,0.8707193904141746,269.4966227449477,0.20240691183348242,0.49,1.4209448009822518,0.9490216470533802,0.7561928491438589,-0.00021566062132995976,0.004120233188939019,0.0003026062996491255,0.0011909778186001507,0.1273518272104763,1.0,1.0,0,0.35381552419354834,0.24747983870967738,0.937515163421631,2.6101371087518435,1.2117959987468294
broadcast_zm,0.75,4,625,2000000,140.55947059777475,-546.763855891843,687.3233264896178,0.19950236099247426,0.9506048387096774,0.8521396399890222,-72.62629058212042,0.12918337457677326,0.22,0.7030429631052539,0.9461422927917973,0.6893136354223373,-0.00017783673126681908,0.0049477640464300554,0.0002098430291480625,0.0010267641147419444,0.10744067684657145,1.0,1.0,0,0.36551915322580636,0.25414818548387097,0.932686535235374,2.5657423751104265,1.1855897182851067
broadcast_zm,1.0,0,625,2000000,137.29563229795426,-662.4979842324411,799.7936165303954,0.19887967625634506,0.936491935483871,0.8471039679694561,72.01507998257875,0.17266119849646516,0.32,0.8533687066705897,0.9430099398859085,0.7333059557983952,-0.0002130527591143245,0.004893352345548404,0.0003446418252909149,0.0015962701623133818,0.1566896130541159,1.0,1.0,0,0.36237903225806456,0.25268649193548387,0.9384109011004047,2.5671427761378784,1.1712026313920654
broadcast_zm,1.0,1,625,2000000,133.48457633872187,-571.5500695936141,705.0346459323359,0.19696328349368944,0.9415322580645161,0.8472637923542531,357.0323187112808,0.3233812317094313,0.48875,0.5124927841522731,0.94466826223558,0.7557963874070874,-0.00018966551992316983,0.005419487993968907,0.0002602735120994241,0.001220766133683909,0.13358798948146636,1.0,1.0,0,0.36083669354838704,0.252273185483871,0.9371515399217606,2.6240518824684047,1.163556689337617
broadcast_zm,1.0,2,625,2000000,105.7263301793606,-624.2041817095972,729.9305118889578,0.1812718420598388,0.9238911290322581,0.8969583265699684,457.413203869015,0.3562930542149224,0.5825,0.6349723984888987,0.9354137864805037,0.6991629383256358,-0.00019529944578487805,0.005716501427589,0.0001853292166393293,0.0004998991920259554,0.07469348241725272,1.0,1.0,0,0.34060987903225803,0.23940020161290324,0.9375598054547464,2.582349264664996,1.2410479546686817
broadcast_zm,1.0,3,625,2000000,122.42038031907812,-689.8070301163581,812.2274104354362,0.19052908798664764,0.9314516129032258,0.8835863909437771,262.1258046850562,0.19854854121805116,0.485,1.4427512030210345,0.9454053765343081,0.7199402448631101,-0.00020442223567293774,0.004500485904094142,0.0003194049966253519,0.0015116935529505856,0.14050544011857238,1.0,1.0,0,0.35467237903225807,0.2488104838709677,0.9379047083854674,2.633077941676301,1.220770925094764
broadcast_zm,1.0,4,625,2000000,140.75524441994006,-538.2544941825251,679.0097386024652,0.19918159232765956,0.9445564516129032,0.8372269433856973,-65.0330348238349,0.1331143214908351,0.2225,0.6714831010613125,0.9350043362186801,0.6972804969356905,-0.00021309942760555376,0.006271614215426821,0.0002659788087881436,0.0007399697608683621,0.0919965794670485,1.0,1.0,0,0.36203124999999997,0.25267137096774195,0.9336002731515515,2.517396769703876,1.1652407222313266
graph,0.0,0,625,2000000,-448.2463347508061,-731.0818797388384,282.8355449880323,0.00013387219348933284,0.012096774193548387,2.3370422816468825,-499.6456796824932,0.0,0.0,2.2224227729532866,0.8660607635974884,1.0895466323821776,-0.0007406592522029599,0.01398315139550471,0.0003817936760643546,0.0023116935429096127,0.1031434954174103,1.0,1.0,0,0.0004485887096774194,0.00017641129032258066,0.9108540165520483,3.5359130526550353,3.8418910413403657
graph,0.0,1,625,2000000,-467.4545585032432,-722.6173462098644,255.1627877066212,6.657105277853119e-05,0.007056451612903226,2.5342078616926753,-372.503174751997,0.0,0.0,1.967417424786836,0.9033898865022967,0.9689947411898645,-0.0008401098966159193,0.012853093811821502,0.00039451233943995425,0.0023104334725259,0.10604931582366263,1.0,1.0,0,0.0002268145161290323,0.0001310483870967742,0.8872480248635817,3.8906106199949018,3.8600527413814287
graph,0.0,2,625,2000000,-463.1398056284074,-720.1912498704849,257.0514442420775,3.343444428422034e-05,0.004032258064516129,2.42456357361809,-290.51841127872467,0.0,0.0,1.6807756504602729,0.8671695416973483,1.06609687189902,-0.0008994766651355581,0.016689044064391475,0.00040166883991456936,0.0025086693543691038,0.11800535967753775,1.0,1.0,0,0.00011592741935483871,6.55241935483871e-05,0.8925734860377927,3.671757086188562,3.884079545082585
graph,0.0,3,625,2000000,-431.9742010163684,-741.6862413267935,309.7120403104251,0.00031041475375636154,0.014616935483870967,2.1100712313767405,-447.5912199988961,0.0,0.0,3.3816328572900964,0.8891698814207508,1.0113923857288978,-0.0008010931792881435,0.00916992185351945,0.0004255110663648149,0.0025854334622987694,0.1186989031611911,1.0,1.0,0,0.0009375000000000001,0.0004536290322580645,0.8908021724993184,3.2873525701511284,3.7704943984170116
graph,0.0,4,625,2000000,-391.4776680771742,-679.6353626481948,288.1576945710206,0.0012144591663771436,0.049899193548387094,2.0438014542671943,-478.81871727108955,0.0,0.0,2.479740664572455,0.897702282474887,0.9083088989219358,-0.0008691018311257095,0.009419981282835234,0.0005753303335282452,0.004014364918199785,0.1282502773067643,1.0,1.0,0,0.0036139112903225807,0.001995967741935484,0.8833540154080237,3.1518166077617673,3.417077553272247
graph,0.25,0,625,2000000,-56.346013766382974,-630.9174573113842,574.5714435450012,0.11001063577380232,0.7409274193548387,1.1081698533291777,-100.53244463913143,0.08025633611549865,0.28875,2.599017381430604,0.9459240042394207,0.7302581976498327,-0.0010414752240389643,0.009878742588954303,0.0005726672594029583,0.0040787802488744885,0.18167832986481722,1.0,1.0,0,0.22732862903225803,0.15005040322580646,0.9288890114811159,2.7590512934879907,1.6480852609271968
graph,0.25,1,625,2000000,-12.338768922483489,-652.7439430759799,640.4051741534964,0.12526876658207037,0.8185483870967742,1.036853898901853,138.8469928521663,0.17864946346702554,0.27875,0.5611420512665063,0.9469972550868988,0.6910793713023587,-0.0009245479532000307,0.007928286473296771,0.0005595958498300155,0.0040706653251735125,0.17703677140656976,1.0,1.0,0,0.25288810483870966,0.1716078629032258,0.9255508778748973,2.7309944638009025,1.4674558584392072
graph,0.25,2,625,2000000,-64.75133859185922,-645.862153806994,581.1108152151348,0.10030079824264089,0.7389112903225806,1.0996385353106644,217.79478146135807,0.20593317867654257,0.3525,0.713906938690925,0.9299005817982459,0.7917305221480708,-0.0008857831850893355,0.015261780951292232,0.00046718173808212797,0.0031141129162161104,0.15725618759470603,1.0,1.0,0,0.20810483870967741,0.13978830645161291,0.9299597204019947,2.6423477140381455,1.5963951276074493
graph,0.25,3,625,2000000,-155.41485523826051,-615.660206179465,460.2453509412045,0.06594853939267994,0.6043346774193549,1.300499344903135,-284.3433526158333,0.001991184872222075,0.00625,2.140452968776226,0.9536801220909241,0.781143603690209,-0.0009784163692658288,0.01290821143906678,0.0005568076662172389,0.004234374995341458,0.186002846915395,1.0,1.0,0,0.14886088709677417,0.10087701612903224,0.9227952612888428,3.0302956334669737,1.8105239737466459
graph,0.25,4,625,2000000,-64.26357267863087,-600.9824536538894,536.7188809752585,0.09806807484599445,0.7787298387096774,1.1345960323945172,-351.17767446674407,0.011804685962832524,0.0225,0.8961435352195986,0.9298861199809659,0.8080464871660354,-0.0007689908210390338,0.01853908864450787,0.000347898596855431,0.0016463205647185418,0.1111905384928949,1.0,1.0,0,0.2062752016129032,0.14096774193548384,0.9225360452071313,2.770432786903074,1.5826442707762605
graph,0.5,0,625,2000000,-48.016890989856854,-670.6099673394234,622.5930763495666,0.09823952040667003,0.7852822580645161,1.115698223878299,-220.79214302450418,0.026487020152959277,0.06375,1.4070267406152563,0.96019660657452,0.6438003824603172,-0.000887032188212479,0.009750636072919436,0.0005980057103502483,0.004509727831294041,0.19520514727600155,1.0,1.0,0,0.20534274193548385,0.1433114919354839,0.9380307166326433,2.847053125296389,1.4405435546343368
graph,0.5,1,625,2000000,28.1356274432713,-612.919873414501,641.0555008577724,0.13430662271900878,0.8926411290322581,1.1076615021762348,-152.82995537295938,0.026365857604004825,0.04875,0.8616348314960487,0.9596660656313742,0.6342516426117188,-0.0007632475023254501,0.00659708669183831,0.00044420318862619106,0.0029303427431342263,0.13197268796784262,1.0,1.0,0,0.2810635080645161,0.19643145161290324,0.9364869373748381,2.846291245911871,1.4349478905792197
