module,alpha,train_return_late_mean,train_return_late_std,train_return_late_count,train_return_delta_mean,train_return_delta_std,train_return_delta_count,train_task_score_mean,train_task_score_std,train_task_score_count,train_capture_rate_mean,train_capture_rate_std,train_capture_rate_count,train_pursuer_dist_mean,train_pursuer_dist_std,train_pursuer_dist_count,eval_return_mean,eval_return_std,eval_return_count,eval_task_score_mean,eval_task_score_std,eval_task_score_count,eval_capture_mean,eval_capture_std,eval_capture_count,eval_pursuer_dist_mean,eval_pursuer_dist_std,eval_pursuer_dist_count,explained_variance_mean,explained_variance_std,explained_variance_count,entropy_mean,entropy_std,entropy_count,policy_loss_mean,policy_loss_std,policy_loss_count,value_loss_mean,value_loss_std,value_loss_count,approx_kl_mean,approx_kl_std,approx_kl_count,clipfrac_mean,clipfrac_std,clipfrac_count,grad_norm_mean,grad_norm_std,grad_norm_count,cap_c1_participation_mean,cap_c1_participation_std,cap_c1_participation_count,marginal_c1_rate_mean,marginal_c1_rate_std,marginal_c1_rate_count,knn_c1_sighted_frac_mean,knn_c1_sighted_frac_std,knn_c1_sighted_frac_count,dist_full_sight_mean,dist_full_sight_std,dist_full_sight_count,dist_sensor_limited_mean,dist_sensor_limited_std,dist_sensor_limited_count
graph,0.0,-440.45851359519986,30.7204508223775,5,278.58390236363533,22.86312696682038,5,0.00035175032213711794,0.000493988428976717,5,0.01754032258064516,0.018558382869389427,5,2.2899372805203164,0.2079338099915993,5,-417.8154405966401,85.9679009020532,5,0.0,0.0,5,0.0,0.0,5,2.346397874012589,0.6502962250891169,5,0.8846984711385542,0.0172705612041394,5,1.008867906024379,0.0733017182658863,5,-0.0008300881648736581,6.179705664654178e-05,5,0.012423038481614473,0.003178790015813378,5,0.00043576325106238766,7.962546609874762e-05,5,0.002746118950060634,0.000719235226105749,5,0.1148294702773132,0.010232667862088816,5,0.0010685483870967742,0.001457429124196148,5,0.0005645161290322581,0.0008137662854162594,5,0.892966343072153,0.010605456610846442,5,3.5074899873502785,0.29560827329385886,5,3.7547190558987276,0.19344180147561815,5
graph,0.25,-70.62290983952342,52.11876189642589,5,558.6103329660191,66.34442357170602,5,0.0999193629674376,0.021806052287123807,5,0.7362903225806452,0.0806352375446614,5,1.1359515329678695,0.09872767645697061,5,-75.88233948163688,251.10061761954157,5,0.09572696981882427,0.09366194002631324,5,0.18975,0.16267634662113603,5,1.382132575076772,0.923660481400785,5,0.9412776166392911,0.010808890334705565,5,0.7604516363913014,0.04846635671204988,5,-0.0009198427105266386,0.00010266915917770968,5,0.01290322201942359,0.004219694220515053,5,0.0005008302220775543,9.522044903474554e-05,5,0.0034288508100648223,0.0010908342424149318,5,0.16263293485487657,0.03078790315518379,5,0.20869153225806453,0.03836198433204933,5,0.14065826612903226,0.025639277663418034,5,0.9259461832507965,0.0034088977501753985,5,2.7866243783394173,0.1451796873450006,5,1.6210208982993521,0.12480515906593999,5
graph,0.5,-17.283585864149273,39.25925975835261,5,604.3921094428748,32.947339151307425,5,0.11216171110246802,0.018363453472098442,5,0.8227822580645162,0.04735301919723993,5,1.1274513082576374,0.04909108531027773,5,-91.51132174134254,210.07205670353574,5,0.07835350801702531,0.0911305174664222,5,0.152,0.1597669200742131,5,1.2177804432972335,0.47160193843660203,5,0.9512476965304344,0.007987503969960473,5,0.6643916249467481,0.04605091843334436,5,-0.0008152458201365764,0.000127943878313518,5,0.010256692699096565,0.003081114287688918,5,0.0005269799764786878,6.63135835420514e-05,5,0.0037889415353081685,0.0007446128969763664,5,0.17658211687399492,0.04677242522969886,5,0.235476814516129,0.03565930313969855,5,0.16490625,0.024688458702604433,5,0.9364617359311351,0.0016402779232692903,5,2.8169990847423194,0.056942644546476,5,1.4589442951482152,0.05078977853284115,5
graph,0.75,-29.084086428798976,109.5201123020632,5,610.8573895086445,102.1884464991886,5,0.11060313385144879,0.05090267316651103,5,0.7799395161290322,0.1574576929008394,5,1.1059455701665533,0.14956611138149542,5,-67.72246171422303,135.76617545717457,5,0.09236742164647424,0.05012808342846732,5,0.17475000000000002,0.08666296065794198,5,1.0571567674458493,0.5230666439362986,5,0.9506036893013985,0.014014224806594705,5,0.6829496438272538,0.05433028254367842,5,-0.0007855048105653188,0.0001540957341012059,5,0.01022766037874159,0.0038418829309836105,5,0.0005391895694638937,0.00012734662697917086,5,0.004019153229132924,0.0012858132315599895,5,0.17672325564968966,0.05306017453226636,5,0.2243467741935484,0.09074439805869396,5,0.1563850806451613,0.06374980576715937,5,0.9363285277062847,0.0013480501458460114,5,2.8467288399247392,0.2289431054923399,5,1.4418360939244592,0.15610050420326618,5
graph,1.0,-108.42070160091164,140.72433964788368,5,525.0149896803763,101.54811881797426,5,0.07819334565399037,0.06305186384460201,5,0.6235887096774193,0.2466151085631051,5,1.2009599430443298,0.22371360880391156,5,-22.757143731042742,207.10929365383828,5,0.11490543772834286,0.11047436650436904,5,0.207,0.15872194634013279,5,1.0590449256168213,0.5028273448211444,5,0.9494798194977545,0.005852700745352787,5,0.8060401294885142,0.056590442510567,5,-0.0006880877163697506,0.00010903701923161383,5,0.013922235806352379,0.005206742352690556,5,0.0004828593236022876,6.65102069178662e-05,5,0.0032351915372313064,0.0006380367206537346,5,0.13815049923115197,0.026272104704780804,5,0.15972278225806452,0.11372016531970679,5,0.11178326612903229,0.07967454955876464,5,0.9365287003632515,0.0012343489494169209,5,3.0044424030127064,0.30178821896511415,5,1.5503298647723371,0.23519547844421165,5
graph_zm,0.0,-528.1360303012594,14.703146164915278,5,199.26751583208957,13.264658914380773,5,2.374845503184449e-05,2.338596407869822e-05,5,0.001814516129032258,0.0014521028519040254,5,2.344525579327537,0.17206071653857935,5,-482.7329972088337,128.78666188840944,5,0.0,0.0,5,0.0,0.0,5,2.1387414777241647,0.9148299358369552,5,0.9111295763523348,0.010790615486930685,5,1.2893473768234254,0.049161059383986135,5,-0.00020631760811962494,1.3419995157254274e-05,5,0.020168641082822264,0.006250473807016191,5,0.0003750790581088485,0.00011415807842581761,5,0.0010559475782452505,0.0006818850379044901,5,0.05672210256238615,0.009423250103338757,5,7.963709677419355e-05,7.916676650321399e-05,5,3.3266129032258067e-05,3.765090604230463e-05,5,0.8636060305776134,0.02112443884565487,5,3.3508989696868006,0.21854897446532467,5,5.349523670627225,0.06806912366226002,5
graph_zm,0.25,-55.315800374836456,35.60289280711745,5,594.0976072454705,25.238935636926925,5,0.12728462368386645,0.018721206363789992,5,0.680241935483871,0.03502317026555497,5,1.011635967685811,0.056706534253743904,5,158.4141343805939,275.23597861353517,5,0.21544571791297598,0.12108705058114126,5,0.3895,0.18154200615835442,5,0.9158412243209314,0.5915691791621409,5,0.9529945775385826,0.009600643541018195,5,0.9269956634313828,0.06183686224392085,5,-0.0003509261769403817,1.648983125059962e-05,5,0.011217286553564281,0.004672347630536887,5,0.000784732050044242,3.161540111446821e-05,5,0.005196260072273485,0.0005055492626739417,5,0.27479613649989326,0.09931342848986793,5,0.25060786290322584,0.029559719734162337,5,0.16052318548387096,0.017795155427343275,5,0.8842176387252346,0.009104728611787512,5,2.6508016540042814,0.06031471783830871,5,1.8497277807836092,0.11466115197038246,5
graph_zm,0.5,117.27160189243094,26.278159197432885,5,730.8378962860472,39.55498856787114,5,0.18715124450686332,0.014836359832456134,5,0.9148185483870968,0.038425642243036136,5,0.8737045773730404,0.032737736428023134,5,225.51206713058053,221.06301053356833,5,0.24635509905299977,0.11043951045682707,5,0.4255,0.15163844746633356,5,0.7988280042330734,0.40867942751638797,5,0.9467072615700383,0.006285409332805975,5,0.737627707912076,0.052193264455168274,5,-0.00033752742407904923,7.842644898226455e-06,5,0.005761699448264483,0.000736905671169296,5,0.0006276244675896185,3.945874486588413e-05,5,0.004310362903002678,0.0005700196662704618,5,0.29660375149259643,0.05774401196201122,5,0.3464677419354839,0.022726642759976715,5,0.24232459677419355,0.01652693313572595,5,0.9364663442738594,0.0019778055647281206,5,2.575956794374172,0.07404839575876704,5,1.204512617411633,0.03331342268055063,5
graph_zm,0.75,106.37893869203906,36.764365642063176,5,720.4998326872626,22.409665548785068,5,0.18143690756720335,0.018578649700756317,5,0.9189516129032258,0.03234536448098723,5,0.8893506191130127,0.047210750979613775,5,224.5329754039645,225.53823381470013,5,0.24381158726413527,0.11329770400376155,5,0.42575,0.15418029219066876,5,0.8242592703800182,0.3680878597952647,5,0.9484833394327472,0.007576459012941433,5,0.7123243528989054,0.030827430811102466,5,-0.00031038173230901566,1.967082089847009e-05,5,0.005583774213183383,0.0005788176916908271,5,0.0005866887251980596,8.651499479577038e-05,5,0.003961502015405199,0.0006264345301217989,5,0.21200902890534165,0.04577947597981296,5,0.3382288306451613,0.028118689765715344,5,0.2357016129032258,0.01946101099382297,5,0.93676329156468,0.0014338712238881756,5,2.619643117642691,0.10440484274248807,5,1.222418868024263,0.061198240305117536,5
graph_zm,1.0,89.43981798183054,45.743136786191606,5,710.0434269350142,61.29986951588372,5,0.17275967404167888,0.023814754283294628,5,0.8964717741935484,0.05295410015111934,5,0.9045924733358046,0.05523140427542389,5,176.9539803799242,236.13092474528912,5,0.22753340590822796,0.12909166607202477,5,0.37875000000000003,0.16416931046940533,5,0.813484916071291,0.4411328557052784,5,0.9497240531829096,0.010780781747286423,5,0.7088597490518324,0.059453359658499634,5,-0.00030528346843354905,3.461794887912476e-05,5,0.006484593270166215,0.001141639533163121,5,0.000573437822004602,0.0001133249736263021,5,0.003912217743725718,0.0009162801021325217,5,0.20205494470413649,0.07803056342343262,5,0.3244092741935484,0.03632283024742301,5,0.22609879032258068,0.024418459574117566,5,0.9361071855464289,0.002020055909100862,5,2.653633980759209,0.11717670651385852,5,1.242225515500913,0.06602561737738497,5
identity,0.0,-497.3816779674782,11.713776449262546,5,212.82630945484965,26.794246517182966,5,6.200168681429178e-05,6.476257241376296e-05,5,0.004233870967741935,0.0033166701363633267,5,2.0468438763310832,0.08665308132131481,5,-449.48863814771175,97.90623538579133,5,0.0,0.0,5,0.0,0.0,5,1.6298366520227863,0.46638885075354525,5,0.9133898623528018,0.014995119817134023,5,1.2871406240617076,0.0539154860114441,5,-0.00012067367287629325,5.397845354453967e-06,5,0.014256051762420036,0.002668933452210142,5,0.00013389835954988606,1.6256727622465882e-05,5,6.239919376609857e-06,1.1996094797574797e-05,5,0.04689621403813358,0.004057156113005604,5,0.00018346774193548387,0.00018698849541630658,5,8.165322580645162e-05,8.269816250803906e-05,5,0.860554186697929,0.018060675233004152,5,2.9238258970581716,0.08967834528496992,5,5.3659955587925445,0.16846459951590423,5
identity,0.25,-22.000117936123523,10.864892924523863,5,600.1186409338168,25.129417213047113,5,0.14519124593335736,0.0022902566054337865,5,0.7130040322580645,0.016190344654009335,5,0.9603522765622025,0.015630488170522178,5,186.941276024282,263.5462330611602,5,0.22918046989307492,0.11406336839467873,5,0.40774999999999995,0.17747446999498262,5,0.8300632204391295,0.36191188901363647,5,0.9450020219049147,0.005473704360770688,5,1.003045134255963,0.06801318458436972,5,-0.0001647907325033133,1.864243463608976e-05,5,0.009854352512967634,0.0006033555051155427,5,0.0002706461296147141,3.412274677419349e-05,5,0.0006244858873082226,0.0002898786356646536,5,0.12487404303925649,0.005246812352517403,5,0.2793860887096774,0.003243112520917003,5,0.17692036290322583,0.004546449198239739,5,0.8776538422549924,0.01317815770371592,5,2.5589197094017457,0.07562634551936291,5,1.8516812440813066,0.0811022031943757,5
identity,0.5,134.10475996367393,20.602289959247052,5,711.029661169552,46.97151505583497,5,0.19687629472483914,0.01094271136155234,5,0.9359879032258064,0.011354718070633868,5,0.8537073519563962,0.02880938019605874,5,227.00135014802217,223.79544485688015,5,0.24807607881765437,0.11308890653403132,5,0.426,0.15212915976235455,5,0.7928852238273247,0.38945748891716114,5,0.9428644428330083,0.004142718331850025,5,0.7910050593845306,0.04340419132750871,5,-0.00016578181473714176,2.104452713477987e-05,5,0.005173017873593948,0.000514526481845068,5,0.00021021319624995677,4.0358719695133345e-05,5,0.0005780947577471477,0.0002941523756367634,5,0.10938479623366744,0.011611162157986025,5,0.360758064516129,0.01505519068642478,5,0.2519929435483871,0.009637868213193302,5,0.9356704053532692,0.0018812876868141075,5,2.549668255912441,0.0769923250517615,5,1.1818303866590703,0.03936157164921267,5
identity,0.75,129.30113569815313,20.664889678283846,5,723.2631445351146,65.00473302402514,5,0.19467881148605554,0.009557829125140901,5,0.9350806451612904,0.01286220799011014,5,0.856279052853344,0.020504897976680894,5,227.98587873987853,223.56750203624242,5,0.25084096036687614,0.11286918440964055,5,0.426,0.15376117845542156,5,0.7659135131621733,0.37717718692462837,5,0.939174344078187,0.00778801852269124,5,0.7843051818686148,0.0533602208938847,5,-0.00015290793839719668,1.390998062529584e-05,5,0.005571763872754741,0.0010003241873441594,5,0.00018157426121797254,4.547309362722365e-05,5,0.00044801411395440055,0.00018704911027953296,5,0.09258978750316361,0.01347965667514525,5,0.35734475806451615,0.014462602664571774,5,0.24959173387096775,0.010037639490206245,5,0.9368381763581306,0.0013808135137502219,5,2.576667074958403,0.09280465959236385,5,1.1892945925326597,0.034960177819001514,5
identity,1.0,126.95344881477857,24.471997839378005,5,728.3200775054675,54.86685542023359,5,0.19365482251825944,0.011272107267033005,5,0.9348790322580646,0.015310472454904982,5,0.8619720347213649,0.03262904546320338,5,225.40609476976095,223.0460225890438,5,0.24712843910292484,0.11199493154056722,5,0.426,0.15376117845542156,5,0.7917111035501585,0.3662144953806066,5,0.9413708738742337,0.007180252177739023,5,0.7799695246642636,0.05185741471867703,5,-0.00015389337974245135,1.6435259148756217e-05,5,0.005400294995145641,0.001107564177449684,5,0.0001705120725180019,3.323427747198231e-05,5,0.0004005040322426036,0.00017703086202244662,5,0.08580871010139099,0.011265950035544023,5,0.35628931451612905,0.01503227575903948,5,0.2486875,0.00972567798731893,5,0.9366436196219536,0.0011334061427898377,5,2.5918239099265588,0.09449081735953842,5,1.1962668335440179,0.04995894092760146,5
