iter,global_step,episode_return,mean_step_reward,episode_return_gap_to_zero,episode_return_delta_from_start,pursuer_target_distance,capture,task_score,eval_mean_return,eval_mean_step_reward,eval_optimized_mean_return,eval_optimized_mean_step_reward,eval_mean_episode_length,eval_pursuer_target_distance,eval_capture,eval_task_score,eval_return_gap_to_zero,eval_return_delta_from_start,episodes_completed,td_loss,q_tot_mean,target_mean,grad_norm,mixer_w_min,epsilon,updates,buffer_size,lr,seed,alpha,env_alpha,capture_rate,detection_event_rate,capture_without_recent_detection_rate,window_open,steps_since_detection
624,20000,-65.75489544868469,-0.7386259739398956,65.75489544868469,0.0,5.790665074157715,0.0006,8.835658855909947e-05,-54.21629673615098,-0.5421629673615098,-54.21629673615098,-0.5421629673615098,100.0,5.321629754453897,0.0,0.0,54.21629673615098,0.0,192,0.23893605943109944,11.369434421758916,11.358877946573026,41.99210386947274,5.587935447692871e-09,0.6206004120082402,469,20000,0.0005,9,0.0,0.0,0.005208333333333333,0.05035,0.0,0.06125,50.2728
1249,40000,-81.60964840650558,-0.8251296435832978,81.60964840650558,-15.854752957820892,6.550851850891113,0.00265,0.00035095378009399834,-47.40735161677003,-0.47407351616770027,-47.40735161677003,-0.47407351616770027,100.0,4.640735260397196,0.0,0.0,47.40735161677003,6.808945119380951,384,0.17025692151784896,12.751380197143554,12.74689900817871,36.961855924987795,2.9802322387695312e-08,0.24059281185623715,1094,40000,0.0005,9,0.0,0.0,0.010416666666666666,0.0548,0.0,0.06675,49.6625
1874,60000,-68.1251509487629,-0.7970527478218079,68.1251509487629,-2.3702555000782013,6.351981237792969,0.0,0.0,-62.01429283618927,-0.6201429283618927,-62.01429283618927,-0.6201429283618927,100.0,6.101429340839386,0.0,0.0,62.01429283618927,-7.79799610003829,576,0.260595341360569,13.67724045715332,13.676305206298828,50.792228323364256,7.450580596923828e-09,0.050000000000000044,1719,60000,0.0005,9,0.0,0.0,0.0,0.07375,0.0,0.0847,48.9811
2499,80000,-74.28771978616714,-0.7414246961593628,74.28771978616714,-8.532824337482452,6.05386222000122,0.0,0.0,-37.06168634071946,-0.37061686340719463,-37.06168634071946,-0.37061686340719463,100.0,3.6061686898767946,0.0,0.0,37.06168634071946,17.15461039543152,800,0.24627362819910048,13.355312971496582,13.354739956665039,51.46247999572754,6.146728992462158e-08,0.050000000000000044,2344,80000,0.0005,9,0.0,0.0,0.0,0.0745,0.0,0.08905,48.70955
3124,100000,-66.98262196779251,-0.7495298334598541,66.98262196779251,-1.2277265191078186,6.213504084777832,0.00025,3.46572202721224e-05,-40.528231743723154,-0.40528231743723153,-40.528231743723154,-0.40528231743723153,100.0,3.9528232249617576,0.0,0.0,40.528231743723154,13.688064992427826,992,0.27003306069374083,12.47786375579834,12.475145597839356,56.92385693969727,7.450580596923828e-09,0.050000000000000044,2969,100000,0.0005,9,0.0,0.0,0.005208333333333333,0.06515,0.0,0.083,46.13285
3749,120000,-67.1567674279213,-0.6704602009296418,67.1567674279213,-1.4018719792366028,5.783947130584717,0.00205,0.000302183958769046,-40.524463053792715,-0.40524463053792714,-40.524463053792715,-0.40524463053792714,100.0,3.952446319013834,0.0,0.0,40.524463053792715,13.691833682358265,1184,0.30910328674316406,11.855425471496583,11.853475750732422,63.16151443481445,2.9802322387695312e-08,0.050000000000000044,3594,100000,0.0005,9,0.0,0.0,0.026041666666666668,0.1165,0.0,0.1368,42.4625
4374,140000,-55.87082922458649,-0.5790776931762696,55.87082922458649,9.884066224098206,4.786554288482666,0.00065,0.00011232937039815471,-32.018075719475746,-0.32018075719475747,-32.018075719475746,-0.32018075719475747,100.0,3.101807527691126,0.0,0.0,32.018075719475746,22.198221016675234,1376,0.3470301734685898,11.177517649841308,11.173846345520019,69.46327799072266,4.842877388000488e-08,0.050000000000000044,4219,100000,0.0005,9,0.0,0.0,0.010416666666666666,0.13945,0.0,0.16045,42.0911
4999,160000,-33.371125280857086,-0.46286667985916136,33.371125280857086,32.383770167827606,4.1208297061920165,0.00265,0.0005174942640243762,-16.6069421088323,-0.166069421088323,-16.6069421088323,-0.166069421088323,100.0,1.5606941897422075,0.0,0.0,16.6069421088323,37.60935462731868,1600,0.31990992588996886,10.335607717895508,10.33143852005005,67.31432962646484,2.7939677238464355e-08,0.050000000000000044,4844,100000,0.0005,9,0.0,0.0,0.026785714285714284,0.2462,0.0,0.2715,34.04025
5624,180000,-31.56209623813629,-0.4737456755399704,31.56209623813629,34.1927992105484,3.950504141998291,0.00185,0.00037369931363257885,-15.451115322764963,-0.15451115322764963,-15.451115322764963,-0.15451115322764963,100.0,1.4451115128397942,0.0,0.0,15.451115322764963,38.76518141338602,1792,0.4023403856515884,9.392566729736329,9.39171183166504,74.2864806274414,9.685754776000977e-08,0.050000000000000044,5469,100000,0.0005,9,0.0,0.0,0.026041666666666668,0.3274,0.0,0.3527,27.08055
6249,200000,-49.556849747896194,-0.3424743574023247,49.556849747896194,16.198045700788498,3.2230820222854613,0.00545,0.0012905266748881546,-9.90543503407389,-0.0990543503407389,-9.90543503407389,-0.0990543503407389,100.0,0.8905434980615974,0.0,0.0,9.90543503407389,44.31086170207709,1984,0.487871439743042,9.087041641235352,9.0848772026062,78.16388826293945,1.4901161193847656e-08,0.050000000000000044,6094,100000,0.0005,9,0.0,0.0,0.052083333333333336,0.4453,0.0,0.4699,21.57715
