iter,global_step,episode_return,mean_step_reward,optimized_episode_return,optimized_mean_step_reward,reward_shift,episode_return_gap_to_zero,mean_step_reward_gap_to_zero,episode_return_delta_from_start,mean_step_reward_delta_from_start,pursuer_target_distance,capture,task_score,eval_mean_return,eval_mean_step_reward,eval_optimized_mean_return,eval_optimized_mean_step_reward,eval_mean_episode_length,eval_pursuer_target_distance,eval_capture,eval_task_score,eval_return_gap_to_zero,eval_return_delta_from_start,episodes_completed,policy_loss,value_loss,entropy,total_loss,grad_norm,actor_grad_norm,critic_grad_norm,approx_kl,clipfrac,explained_variance,mean_ratio_epoch0,entropy_coef,lr,seed,alpha,env_alpha,capture_rate,capture_c1_participation,dist_full_sight,dist_sensor_limited,marginal_c1_rate,knn_c1_sighted_frac
0,3200,-721.5264415740967,-7.2152644062042235,-721.5264415740967,-7.2152644062042235,0.0,721.5264415740967,7.2152644062042235,0.0,0.0,4.020647323131561,0.0,0.0,-776.0602093935013,-7.760602093935013,-776.0602093935013,-7.760602093935013,100.0,5.576550189256668,0.0,0.0,776.0602093935013,0.0,32,-0.0013629979751300426,0.6529815077781678,1.6074564933776856,0.3090531945228577,0.027741438522934914,0.027741438522934914,0.19329783096909522,0.001975946780294204,0.005721874907612801,-0.439647912979126,1.0,0.01,0.0007,0,0.5,0.5,0.0,0.0,7.011457886695862,5.205078039169312,0.0,0.931473251581192
1,6400,-722.5622301101685,-7.225622191429138,-722.5622301101685,-7.225622191429138,0.0,722.5622301101685,7.225622191429138,-1.0357885360717773,-0.010357785224914373,3.776940629482269,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64,-0.0010647409237861893,0.4244515061378479,1.6000186800956726,0.1951839029788971,0.02854167763143778,0.02854167763143778,0.26012371480464935,0.0009595875133529566,0.0005937500041909516,0.2825568914413452,1.0,0.009985576923076923,0.0006988942307692308,0,0.5,0.5,0.0,0.0,8.243397169113159,4.411639575958252,0.0,0.8980803936719894
2,9600,-792.8279600143433,-7.928279581069947,-792.8279600143433,-7.928279581069947,0.0,792.8279600143433,7.928279581069947,-71.30151844024658,-0.7130151748657232,4.53377781867981,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96,-0.0010434827524321121,0.45497262477874756,1.5954652190208436,0.2105342000722885,0.03141707144677639,0.03141707144677639,0.281298454105854,0.0012520478685476627,0.005050000012852251,0.3477654457092285,1.0,0.009971153846153847,0.0006977884615384615,0,0.5,0.5,0.0,0.0,8.350599555969238,5.285214910507202,0.0,0.9302678966522216
3,12800,-752.960437297821,-7.529604320526123,-752.960437297821,-7.529604320526123,0.0,752.960437297821,7.529604320526123,-31.433995723724365,-0.31433991432189945,4.164557740688324,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,128,-0.0010542202272802114,0.4551232635974884,1.5967778086662292,0.21060872673988343,0.023620751313865186,0.023620751313865186,0.28357305377721786,0.001644735841182699,0.004487499967217446,0.3120448589324951,1.0,0.00995673076923077,0.0006966826923076923,0,0.5,0.5,0.0,0.0,7.136657257080078,5.089771256446839,0.0,0.9486161196231842
4,16000,-669.1696910858154,-6.691696767807007,-669.1696910858154,-6.691696767807007,0.0,669.1696910858154,6.691696767807007,52.35675048828125,0.5235676383972168,3.920089566707611,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,-0.0014509926802702467,0.27576511949300764,1.587694251537323,0.12064622044563293,0.030520435608923435,0.030520435608923435,0.23845076709985732,0.002128532376082465,0.0046468751039356,0.5423855781555176,1.0,0.009942307692307693,0.0006955769230769231,0,0.5,0.5,0.0,0.0,6.830242800712585,4.94005443572998,0.0,0.9574107605218888
5,19200,-743.3649988174438,-7.433650007247925,-743.3649988174438,-7.433650007247925,0.0,743.3649988174438,7.433650007247925,-21.838557243347168,-0.21838560104370153,4.398243637084961,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,192,-0.0015227312325150066,0.4129668682813644,1.5731366276741028,0.18934278190135956,0.04282921608537436,0.04282921608537436,0.28274678587913515,0.0028719694077157867,0.01997499994467944,0.3928283452987671,1.0,0.009927884615384616,0.0006944711538461538,0,0.5,0.5,0.0,0.0,6.659861907958985,5.204939951896668,0.0,0.9511607545614242
6,22400,-691.875075340271,-6.918750720024109,-691.875075340271,-6.918750720024109,0.0,691.875075340271,6.918750720024109,29.651366233825684,0.29651368618011453,3.776712818145752,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,224,-0.0011436200952971375,0.305506232380867,1.573603630065918,0.13600964099168777,0.0321037171408534,0.0321037171408534,0.24050983190536498,0.001996997808601448,0.010059375187847764,0.5878385305404663,1.0,0.00991346153846154,0.0006933653846153846,0,0.5,0.5,0.0,0.0,8.042621550559998,4.35560477733612,0.0,0.9434375423192978
7,25600,-702.9604139328003,-7.029604048728943,-702.9604139328003,-7.029604048728943,0.0,702.9604139328003,7.029604048728943,18.566027641296387,0.18566035747528087,4.102824175357819,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256,-0.001385758440719087,0.28520996421575545,1.5624928593635559,0.1257520444691181,0.03237732592970133,0.03237732592970133,0.26932377815246583,0.001720750138338667,0.009424999868497253,0.5576710104942322,1.0,0.009899038461538463,0.0006922596153846154,0,0.5,0.5,0.0,0.0,7.739602422714233,4.7063466787338255,0.0,0.933303610086441
8,28800,-656.8792734146118,-6.56879271030426,-656.8792734146118,-6.56879271030426,0.0,656.8792734146118,6.56879271030426,64.64716815948486,0.6464716958999634,3.75908150434494,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,288,-0.001526326667273281,0.236882483959198,1.5604335427284242,0.10149062871932983,0.033431288599967954,0.033431288599967954,0.23367866724729539,0.002351088396244946,0.016853125009220093,0.6294769644737244,1.0,0.009884615384615384,0.0006911538461538461,0,0.5,0.5,0.0,0.0,7.10995129108429,4.138850421905517,0.0,0.9301786130666733
9,32000,-656.7335605621338,-6.56733551979065,-656.7335605621338,-6.56733551979065,0.0,656.7335605621338,6.56733551979065,64.79288101196289,0.6479288864135739,3.5411914944648744,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320,-0.0013187411768356583,0.24897230565547943,1.560324501991272,0.10776670947670937,0.03139653448015452,0.03139653448015452,0.23225714266300201,0.002020656022069086,0.009171875007450581,0.4981735944747925,1.0,0.009870192307692307,0.0006900480769230769,0,0.5,0.5,0.0,0.0,6.6723911619186405,4.280602498054504,0.0,0.9543750476837158
