iter,global_step,episode_return,mean_step_reward,episodes_completed,policy_loss,value_loss,entropy,total_loss,grad_norm,actor_grad_norm,critic_grad_norm,approx_kl,clipfrac,explained_variance,mean_ratio_epoch0,lr,seed
24,80000,-615.0878419876099,-6.1508782815933225,800,-0.003002817909776567,0.032562779262661934,2.046968674659729,-0.007191114407032728,0.06271636076271533,0.06271636076271533,0.0770278949290514,0.0035590221101312733,0.03641666702460498,0.35946226119995117,1.0,0.0007,0
25,83200,-621.9192094802856,-6.2191920709609985,832,-0.001522389629538079,0.023230035603046418,2.024971032142639,-0.010157081577926875,0.049744999036192894,0.049744999036192894,0.09953716471791267,0.0017707029590394454,0.006000000168569386,0.4725847840309143,1.0,0.0007,0
26,86400,-660.7698211669922,-6.607698197364807,864,-0.0019421683855276762,0.029077077470719814,2.029585766792297,-0.007699486892670393,0.05304643474519253,0.05304643474519253,0.13332324996590614,0.0016332811163022108,0.007124999968800694,0.377344012260437,1.0,0.0007,0
27,89600,-602.389814376831,-6.0238982820510865,896,-0.002610394101201852,0.025966434553265572,2.040300464630127,-0.010030181240290403,0.06309466660022736,0.06309466660022736,0.08263791762292386,0.004519086887013392,0.05673958255210891,0.4661305546760559,1.0,0.0007,0
28,92800,-556.8453598022461,-5.568453559875488,928,-0.002736741540022192,0.016418353375047445,2.074747085571289,-0.01527503551915288,0.06678447611629963,0.06678447611629963,0.06956779882311821,0.003540473944304896,0.04532291699433699,0.6298989057540894,1.0,0.0007,0
29,96000,-580.4044427871704,-5.804044580459594,960,-0.0022868517034221546,0.013874872867017985,2.0628503561019897,-0.015977918356657028,0.0570819366723299,0.0570819366723299,0.04507373124361038,0.003510952484795069,0.03819791749119759,0.6608477234840393,1.0,0.0007,0
30,99200,-588.1444816589355,-5.881444835662842,992,-0.002079476682588677,0.017030866630375386,2.0599501848220827,-0.014163545239716769,0.05962587334215641,0.05962587334215641,0.06229304000735283,0.0017644010695232527,0.008645833504851907,0.5102567672729492,1.0,0.0007,0
31,102400,-604.8576421737671,-6.048576412200927,1024,-0.0018259499071282548,0.017844009771943094,2.0545592308044434,-0.01344953728839755,0.05302602984011173,0.05302602984011173,0.06136134006083012,0.0023699099794623714,0.0166145832859911,0.4195724129676819,1.0,0.0007,0
32,105600,-612.9286766052246,-6.129286465644836,1056,-0.0025397463689247777,0.01473647030070424,2.038610029220581,-0.015557610895484686,0.0638883102685213,0.0638883102685213,0.06848362870514393,0.004091371993127942,0.04342708353651688,0.5834612846374512,1.0,0.0007,0
33,108800,-610.1613445281982,-6.101613411903381,1088,-0.0021137421602130946,0.01798091484233737,2.034479546546936,-0.01346807973459363,0.06699244379997253,0.06699244379997253,0.0922525055706501,0.0026830386763333604,0.025708332698559388,0.3941907286643982,1.0,0.0007,0
34,112000,-640.0640363693237,-6.400640177726745,1120,-0.0029982767471810946,0.01139425989240408,2.043199133872986,-0.017733137495815753,0.07223508022725582,0.07223508022725582,0.09572276696562768,0.0035753560063324042,0.02714583305642009,0.6810300350189209,1.0,0.0007,0
35,115200,-669.0598649978638,-6.690598502159118,1152,-0.0019129173090137285,0.015005972143262625,2.023086977005005,-0.01464080074802041,0.053269064798951146,0.053269064798951146,0.07306805215775966,0.0031680596133821922,0.02260416673962027,0.5121245384216309,1.0,0.0007,0
36,118400,-594.488618850708,-5.944885911941529,1184,-0.002399272347451209,0.012128933519124984,2.0268399715423584,-0.01660320460796356,0.056423228979110715,0.056423228979110715,0.059063096344470975,0.002225559695945084,0.012135416764067486,0.7522196769714355,1.0,0.0007,0
37,121600,-682.9527921676636,-6.829527668952942,1216,-0.0014396994064449053,0.016845007427036762,2.01857533454895,-0.013202948868274689,0.04578832760453224,0.04578832760453224,0.08028231002390385,0.0015264947600383445,0.004447916615754366,0.6923863887786865,1.0,0.0007,0
38,124800,-656.9268054962158,-6.569268293380738,1248,-0.0032364901662027988,0.019656230695545673,2.004111444950104,-0.013449489045888186,0.06324817389249801,0.06324817389249801,0.06602345295250416,0.003421101091227087,0.03639583308249712,0.7240046262741089,1.0,0.0007,0
39,128000,-737.7300815582275,-7.377301144599914,1280,-0.0020376983679209816,0.024041414819657804,2.0088273763656614,-0.010105264373123646,0.05887437909841538,0.05887437909841538,0.0764582421630621,0.0032602190396585793,0.031406249245628716,0.6800014972686768,1.0,0.0007,0
40,131200,-691.512170791626,-6.915121545791626,1312,-0.002228890851333887,0.019262874871492384,2.017463803291321,-0.01277209147810936,0.05437936335802078,0.05437936335802078,0.09419991970062255,0.00218963645747987,0.013416666630655527,0.732242226600647,1.0,0.0007,0
41,134400,-625.2809057235718,-6.252808918952942,1344,-0.0027907339634063,0.013738865684717893,2.011695957183838,-0.01603826032951474,0.05383218564093113,0.05383218564093113,0.057889395579695704,0.002508895494248712,0.024166666364180855,0.7385431528091431,1.0,0.0007,0
42,137600,-635.264347076416,-6.352643156051636,1376,-0.0035363502708884555,0.015344129968434572,2.0352858781814573,-0.01621714336797595,0.0824772272258997,0.0824772272258997,0.06938817277550698,0.0047572179915744564,0.06390625098720193,0.7610589861869812,1.0,0.0007,0
43,140800,-601.3686275482178,-6.013686285018921,1408,-0.002719411867205057,0.01217170963063836,2.0299140214920044,-0.01693269656971097,0.06999067813158036,0.06999067813158036,0.048976131901144984,0.003910968131095887,0.034562500286847354,0.7717394828796387,1.0,0.0007,0
44,144000,-606.5124073028564,-6.065124115943909,1440,-0.002060860206780468,0.011199336405843497,2.009538197517395,-0.016556573659181596,0.048627039045095445,0.048627039045095445,0.05283781215548515,0.002030003490655289,0.009354166893172079,0.78355872631073,1.0,0.0007,0
45,147200,-613.2938718795776,-6.132938752174377,1472,-0.001853617588679013,0.010897619929164649,2.0109010457992555,-0.016513817477971315,0.05622253865003586,0.05622253865003586,0.046711799874901774,0.002724563860830486,0.026177083607763052,0.7751532793045044,1.0,0.0007,0
46,150400,-636.0842885971069,-6.360842719078064,1504,-0.002151516805985043,0.013267164491117001,2.022023892402649,-0.015738172736018897,0.05510760247707367,0.05510760247707367,0.05911268927156925,0.002617663558340947,0.02296874998137355,0.7932730913162231,1.0,0.0007,0
47,153600,-625.2426280975342,-6.252426342964172,1536,-0.003169000137830169,0.015849592350423335,1.9866859316825867,-0.015111062582582236,0.07493306398391723,0.07493306398391723,0.08598888106644154,0.004364406950482079,0.050187500554602596,0.6152091026306152,1.0,0.0007,0
48,156800,-579.7873582839966,-5.797873435020446,1568,-0.002215820438694216,0.009506964217871427,1.9912246346473694,-0.017374584265053273,0.06849003583192825,0.06849003583192825,0.05557278618216514,0.0027375422010676685,0.026437500107567756,0.7562720775604248,1.0,0.0007,0
49,160000,-584.788875579834,-5.847888770103455,1600,-0.0023284261098985405,0.01013470273464918,2.0287880897521973,-0.017548954859375954,0.05934545323252678,0.05934545323252678,0.05933421067893505,0.003299213542778813,0.029541665967553855,0.7040557861328125,1.0,0.0007,0
50,163200,-552.2038879394531,-5.52203914642334,1632,-0.0031672773954730003,0.010877863224595784,2.02086660861969,-0.017937011457979678,0.06962476819753646,0.06962476819753646,0.05445425435900688,0.0030601511236467357,0.029843750850704964,0.6003463268280029,1.0,0.0007,0
51,166400,-589.5302758216858,-5.8953027296066285,1664,-0.002573523636286468,0.008569058077409864,1.9919748902320862,-0.018208742793649434,0.06783543527126312,0.06783543527126312,0.040265879780054095,0.00358981340032314,0.03617708298843354,0.7080380320549011,1.0,0.0007,0
52,169600,-551.9323492050171,-5.519323449134827,1696,-0.0019938991835709353,0.010400365665555,2.017772746086121,-0.0169714430347085,0.06546898894011974,0.06546898894011974,0.05142494477331638,0.002852777445515417,0.022156249615363777,0.6425522565841675,1.0,0.0007,0
53,172800,-528.8837642669678,-5.288837575912476,1728,-0.0029231706176069848,0.01157729998230934,1.979014253616333,-0.016924662981182337,0.08174196779727935,0.08174196779727935,0.0551579900085926,0.0030716602879705527,0.03397916646208614,0.651604175567627,1.0,0.0007,0
54,176000,-609.4623031616211,-6.0946228885650635,1760,-0.00325965193678468,0.011109295580536128,1.9673694968223572,-0.017378698755055665,0.07834812700748443,0.07834812700748443,0.03459218181669712,0.00391992253426129,0.037718749645864594,0.5842545628547668,1.0,0.0007,0
55,179200,-676.8417778015137,-6.76841778755188,1792,-0.0015452510783022788,0.01487995097413659,1.9470852732658386,-0.013576127961277962,0.06580429747700692,0.06580429747700692,0.06971586421132088,0.003307304400369961,0.029479167144745588,0.5378725528717041,1.0,0.0007,0
56,182400,-631.529748916626,-6.315297555923462,1824,-0.002680710034212108,0.011289710272103548,1.9665172457695008,-0.01670102709904313,0.06530247963964939,0.06530247963964939,0.04122055992484093,0.004007668550913358,0.04012499963864684,0.5910590887069702,1.0,0.0007,0
57,185600,-590.3431463241577,-5.903431172370911,1856,-0.0017460148286772893,0.011023501958698034,1.9973012924194335,-0.0162072760052979,0.050660565868020056,0.050660565868020056,0.04050463233143091,0.002785145309463994,0.014937499829102308,0.5227717757225037,1.0,0.0007,0
58,188800,-557.1447505950928,-5.571447472572327,1888,-0.001975299588162072,0.012145853508263827,2.0008718609809875,-0.015911091305315494,0.05560738667845726,0.05560738667845726,0.03584062848240137,0.0014907135548141485,0.005812499893363565,0.6495004892349243,1.0,0.0007,0
59,192000,-559.9290237426758,-5.599290170669556,1920,-0.001543632696120767,0.008935663057491184,2.019726276397705,-0.01727306339889765,0.05898414812982082,0.05898414812982082,0.03246143572032452,0.0029404385393730892,0.023812500038184227,0.7526929378509521,1.0,0.0007,0
60,195200,-523.8260383605957,-5.238260374069214,1952,-0.00233664346016802,0.010581325832754373,2.0075871467590334,-0.017121851351112126,0.05520233996212483,0.05520233996212483,0.05541933700442314,0.002768216702680887,0.020677083474583923,0.7802660465240479,1.0,0.0007,0
61,198400,-525.0325441360474,-5.250325326919556,1984,-0.002613869256048851,0.009803680889308452,1.96241614818573,-0.017336189560592175,0.06773836500942707,0.06773836500942707,0.04224948715418577,0.002713240343656679,0.02255208365386352,0.8849680423736572,1.0,0.0007,0
62,201600,-559.5074863433838,-5.595074777603149,2016,-0.0020323143206769424,0.009065143996849656,1.9711092710494995,-0.017210834473371506,0.053149183839559556,0.053149183839559556,0.040083800256252286,0.0015453044088658597,0.004520833259448409,0.8001755475997925,1.0,0.0007,0
63,204800,-521.380729675293,-5.213807420730591,2048,-0.0031459974092431287,0.012905781995505095,1.9265224099159242,-0.015958330221474172,0.07207658626139164,0.07207658626139164,0.06274996474385261,0.002650340137189711,0.023979166394565255,0.7816409468650818,1.0,0.0007,0
64,208000,-565.0425939559937,-5.6504263496398925,2080,-0.0022722694542801846,0.01102787284180522,1.9676661133766173,-0.016434993501752614,0.06740854308009148,0.06740854308009148,0.0347801798954606,0.004401635286923562,0.05576041699387133,0.8137246370315552,1.0,0.0007,0
65,211200,-513.0112199783325,-5.130112309455871,2112,-0.002405957545891102,0.010262635350227357,1.938106632232666,-0.01665570605546236,0.057513133808970454,0.057513133808970454,0.041436717659235,0.0032726060671861975,0.024395833304151893,0.8103770613670349,1.0,0.0007,0
66,214400,-527.7327079772949,-5.277326903343201,2144,-0.0027218769891187654,0.012896531075239182,1.924541711807251,-0.015519028156995773,0.05789908990263939,0.05789908990263939,0.04474013913422823,0.002776935046860299,0.026604167092591523,0.7842391133308411,1.0,0.0007,0
67,217600,-499.2496452331543,-4.992496476173401,2176,-0.0021662178927797982,0.013336390629410744,1.9104877591133118,-0.014602899551391602,0.05658156313002109,0.05658156313002109,0.04290483519434929,0.0020781829291095606,0.011510416556848212,0.7788269519805908,1.0,0.0007,0
68,220800,-534.6617593765259,-5.346617746353149,2208,-0.0027022029232854684,0.011351400893181563,1.8832942843437195,-0.01585944527760148,0.07030116394162178,0.07030116394162178,0.0410314716398716,0.0036418735908243212,0.041406250279396775,0.8158497214317322,1.0,0.0007,0
69,224000,-537.8658533096313,-5.378658609390259,2240,-0.0024210189251850254,0.010727282520383597,1.9100286841392518,-0.016157663986086847,0.06317998617887496,0.06317998617887496,0.034001842327415946,0.0031856839763364773,0.02459375050093513,0.7554198503494263,1.0,0.0007,0
70,227200,-556.4850993156433,-5.564850816726684,2272,-0.0015874277197628571,0.010818977188318969,1.8580398082733154,-0.01475833673030138,0.05729910209774971,0.05729910209774971,0.03433745931833983,0.001399265713554812,0.005343750049360096,0.7645303010940552,1.0,0.0007,0
71,230400,-524.1037359237671,-5.241037316322327,2304,-0.00305937668898455,0.012778029218316079,1.8347969889640807,-0.015018331911414861,0.06513372510671615,0.06513372510671615,0.03501482270658016,0.002937304702938402,0.020197916642064228,0.7700808048248291,1.0,0.0007,0
72,233600,-528.5962619781494,-5.285962672233581,2336,-0.002755231540553105,0.009701663348823785,1.8011526107788085,-0.01591592524200678,0.06470762901008129,0.06470762901008129,0.025978930480778217,0.0016990926902525293,0.011031249997904525,0.8157128095626831,1.0,0.0007,0
73,236800,-499.4699697494507,-4.9946996784210205,2368,-0.0031385982777767827,0.008526109484955668,1.7422596216201782,-0.016298139374703167,0.0782304298132658,0.0782304298132658,0.03473075926303863,0.003961319731026284,0.03783333320170641,0.8543897867202759,1.0,0.0007,0
74,240000,-507.7352771759033,-5.077352700233459,2400,-0.001616993171783765,0.008869095100089907,1.7380342125892638,-0.014562787394970656,0.05233308337628841,0.05233308337628841,0.03314967211335897,0.0018080609268526678,0.008875000092666596,0.8386681079864502,1.0,0.0007,0
75,243200,-499.7069592475891,-4.997069592475891,2432,-0.002718661609144579,0.011052857339382171,1.7275124788284302,-0.014467357750982046,0.05570957660675049,0.05570957660675049,0.035398395359516145,0.002031826488384416,0.015208333381451666,0.7900595664978027,1.0,0.0007,0
76,246400,-507.53269481658936,-5.075327100753785,2464,-0.0032452261768437297,0.011262393649667501,1.7567988276481628,-0.015182017348706722,0.0801838118582964,0.0801838118582964,0.03725386150181294,0.004136655532058247,0.05347916705068201,0.8127413988113403,1.0,0.0007,0
77,249600,-498.2122368812561,-4.982122206687928,2496,-0.002071787370213585,0.010187817830592394,1.7548376321792603,-0.014526254311203957,0.059009012207388876,0.059009012207388876,0.032637708447873594,0.0028224404624797757,0.0303958329372108,0.7921906113624573,1.0,0.0007,0
78,252800,-527.5648965835571,-5.275649042129516,2528,-0.002740068702725651,0.00770918820053339,1.797639584541321,-0.01686186995357275,0.05969016700983047,0.05969016700983047,0.02256159149110317,0.0020925384356832175,0.02078125027474016,0.7847760915756226,1.0,0.0007,0
79,256000,-521.9476594924927,-5.219476571083069,2560,-0.0026580868463884854,0.007594066904857755,1.7298084855079652,-0.01615913799032569,0.06288160681724549,0.06288160681724549,0.0253607215359807,0.002678297598324227,0.021052083326503636,0.8131932020187378,1.0,0.0007,0
80,259200,-485.173876285553,-4.851738786697387,2592,-0.002394598733362119,0.009741104114800692,1.7033644318580627,-0.014557690732181073,0.06175838224589825,0.06175838224589825,0.03549257069826126,0.0029417838173704147,0.03291666710283607,0.780055820941925,1.0,0.0007,0
81,262400,-540.1957035064697,-5.401957039833069,2624,-0.002787175233243033,0.008333263592794538,1.722688376903534,-0.01584742674604058,0.07881549149751663,0.07881549149751663,0.032505760341882704,0.0037734604964516855,0.048677082604262976,0.7901862859725952,1.0,0.0007,0
82,265600,-538.5417375564575,-5.385417623519897,2656,-0.0019928270852057396,0.012270654644817114,1.7691117644309997,-0.013548616785556078,0.056532762944698334,0.056532762944698334,0.02470743115991354,0.0018505719010153666,0.0123437499452848,0.7762321829795837,1.0,0.0007,0
83,268800,-516.2886180877686,-5.162885847091675,2688,-0.0016373183101095479,0.00896905902773142,1.7627195358276366,-0.014779983367770911,0.05240613929927349,0.05240613929927349,0.025545824877917768,0.001665317015433071,0.008541666527162307,0.7665823698043823,1.0,0.0007,0
84,272000,-526.571611404419,-5.265716242790222,2720,-0.003345331146808661,0.008900845050811767,1.7580978274345398,-0.016475886665284635,0.06253166086971759,0.06253166086971759,0.023919069766998292,0.0021760238611041017,0.01685416647233069,0.8297926783561707,1.0,0.0007,0
85,275200,-551.4832792282104,-5.514832763671875,2752,-0.002034458364573455,0.009723212290555238,1.746676003932953,-0.014639611914753914,0.05152991786599159,0.05152991786599159,0.030354852415621282,0.002220012692125219,0.018875000131083654,0.705045759677887,1.0,0.0007,0
86,278400,-517.5228462219238,-5.175228714942932,2784,-0.0026811970052076583,0.010136293806135654,1.7238797903060914,-0.014851848036050797,0.06606795452535152,0.06606795452535152,0.026055237650871275,0.0028054563794303,0.032249999698251486,0.7349622845649719,1.0,0.0007,0
87,281600,-494.21857213974,-4.942185730934143,2816,-0.0013560567421906588,0.010781128332018853,1.8004077672958374,-0.013969570025801658,0.04584987871348858,0.04584987871348858,0.0422969426959753,0.0010695949447853599,0.003916666691657156,0.598563015460968,1.0,0.0007,0
88,284800,-520.4210720062256,-5.204210739135743,2848,-0.002325759611402933,0.01065131025388837,1.845236027240753,-0.015452464576810598,0.05869659706950188,0.05869659706950188,0.030453381687402727,0.002681977396425122,0.02897916649817489,0.6432286500930786,1.0,0.0007,0
89,288000,-489.07050228118896,-4.890704989433289,2880,-0.002422162923515625,0.011699726153165103,1.8314448833465575,-0.014886748418211937,0.05820257849991321,0.05820257849991321,0.03341434560716152,0.001977352514224493,0.016166666691424324,0.6461330652236938,1.0,0.0007,0
90,291200,-521.6239366531372,-5.21623939037323,2912,-0.0013225069217126738,0.008634249959141017,1.8749706745147705,-0.01575508825480938,0.04507894404232502,0.04507894404232502,0.02617818471044302,0.0012031133006546691,0.004937499968218617,0.7707691192626953,1.0,0.0007,0
91,294400,-529.9750633239746,-5.299750781059265,2944,-0.0021830448699571734,0.007960495911538601,1.9083511114120484,-0.01728630783036351,0.06363917402923107,0.06363917402923107,0.02420232109725475,0.0021741531913010157,0.01907291663810611,0.6978737711906433,1.0,0.0007,0
92,297600,-479.5824203491211,-4.795824184417724,2976,-0.0014562386545682315,0.010163515619933606,1.8935548067092896,-0.015310028754174709,0.057767197489738464,0.057767197489738464,0.03728878069669008,0.00199477446076506,0.017270833364455028,0.6976965665817261,1.0,0.0007,0
93,300800,-489.0835165977478,-4.89083498954773,3008,-0.0028317521928110877,0.010170301422476768,1.9417580962181091,-0.01716418182477355,0.06345823593437672,0.06345823593437672,0.02611106149852276,0.0036222376133097866,0.03310416710883146,0.68880295753479,1.0,0.0007,0
94,304000,-515.8129758834839,-5.158129796981812,3040,-0.0032692352080872845,0.013500165287405252,1.9208583593368531,-0.015727735590189695,0.05478201694786548,0.05478201694786548,0.03794393092393875,0.002752705312742909,0.023322917032055558,0.6676452159881592,1.0,0.0007,0
95,307200,-493.3434853553772,-4.933435039520264,3072,-0.0027029784590316018,0.00807767272926867,1.921664297580719,-0.017880784533917903,0.05085541382431984,0.05085541382431984,0.023496799543499945,0.0022057852333107293,0.017802083428250626,0.6906191110610962,1.0,0.0007,0
96,310400,-494.9378499984741,-4.949378604888916,3104,-0.0031851495284742405,0.011567553412169218,1.9111928582191466,-0.016513300966471432,0.05750679709017277,0.05750679709017277,0.027849665284156798,0.0021451741558863873,0.015312499564606697,0.6720000505447388,1.0,0.0007,0
97,313600,-501.90497970581055,-5.019049649238586,3136,-0.003261135015675487,0.008282076753675937,1.9190276980400085,-0.01831037336960435,0.08312692642211914,0.08312692642211914,0.02614523395895958,0.0031807413863150177,0.0381562506663613,0.8131929039955139,1.0,0.0007,0
98,316800,-453.325608253479,-4.533256034851075,3168,-0.0021728710160629494,0.00877661001868546,1.9291395902633668,-0.01707596117630601,0.0626011524349451,0.0626011524349451,0.03138839956372976,0.002540213119938612,0.021666666690725832,0.7983523011207581,1.0,0.0007,0
99,320000,-496.3941287994385,-4.963940958976746,3200,-0.0036036702110432196,0.008121143886819482,1.9058784127235413,-0.018601882085204125,0.07069790884852409,0.07069790884852409,0.026332009956240653,0.0038705577171655957,0.04028124957694672,0.7253085374832153,1.0,0.0007,0
100,323200,-507.9391202926636,-5.079391112327576,3232,-0.002633747032610678,0.008507189014926553,1.9408973097801208,-0.01778912516310811,0.06436729356646538,0.06436729356646538,0.030567371658980845,0.0031535832727983297,0.0329375003115274,0.7694320678710938,1.0,0.0007,0
101,326400,-473.24396991729736,-4.732439637184143,3264,-0.0031695598819060145,0.009595787338912486,1.9391988873481751,-0.01776365451514721,0.07171060964465141,0.07171060964465141,0.03150735888630152,0.0034998573231875634,0.031833333376562224,0.713388204574585,1.0,0.0007,0
102,329600,-447.0793242454529,-4.470793178081513,3296,-0.0020521309213169746,0.009899469278752803,1.9466988086700439,-0.016569383814930914,0.06393902264535427,0.06393902264535427,0.030810575373470782,0.002269761287608745,0.019958333308750298,0.7613407969474792,1.0,0.0007,0
103,332800,-464.39315128326416,-4.643931422233582,3328,-0.003274817230878391,0.007630491955205798,1.9323610305786132,-0.0187831811606884,0.07530544586479664,0.07530544586479664,0.03128461502492428,0.003848156104506032,0.04996875012293458,0.7309852242469788,1.0,0.0007,0
104,336000,-457.32058811187744,-4.573205862045288,3360,-0.0019245824416090462,0.011116085108369589,1.9457920432090758,-0.015824459958821535,0.061336749792099,0.061336749792099,0.0361921114847064,0.002919073941303962,0.026666666334494948,0.7048338651657104,1.0,0.0007,0
