iter,global_step,episode_return,mean_step_reward,optimized_episode_return,optimized_mean_step_reward,reward_shift,episode_return_gap_to_zero,mean_step_reward_gap_to_zero,episode_return_delta_from_start,mean_step_reward_delta_from_start,pursuer_target_distance,capture,task_score,eval_mean_return,eval_mean_step_reward,eval_optimized_mean_return,eval_optimized_mean_step_reward,eval_mean_episode_length,eval_pursuer_target_distance,eval_capture,eval_task_score,eval_return_gap_to_zero,eval_return_delta_from_start,episodes_completed,policy_loss,value_loss,entropy,total_loss,grad_norm,actor_grad_norm,critic_grad_norm,approx_kl,clipfrac,explained_variance,mean_ratio_epoch0,entropy_coef,lr,seed,alpha,env_alpha,capture_rate,detection_event_rate,capture_without_recent_detection_rate,window_open,steps_since_detection
0,3200,-81.75092399120331,-0.8175092768669129,-81.75092399120331,-0.8175092768669129,0.0,81.75092399120331,0.8175092768669129,0.0,0.0,6.800242977142334,0.0,0.0,-53.434608817100525,-0.5343460881710053,-53.434608817100525,-0.5343460881710053,100.0,3.3701296055316927,0.0,0.0,53.434608817100525,0.0,32,-0.001373796977800623,0.7537615776062012,1.6080150961875916,0.35942683517932894,0.027961244434118272,0.027961244434118272,0.32248772233724593,0.001416081615025196,0.0005125000141561031,-0.6847496032714844,1.0,0.01,0.0007,2,0.5,0.5,0.0,0.0,0.0,0.0,56.5
1,6400,-70.2104218006134,-0.7021041610836982,-70.2104218006134,-0.7021041610836982,0.0,70.2104218006134,0.7021041610836982,11.540502190589905,0.11540511578321466,5.431572523117065,0.0034375,0.0005344727106231889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64,-0.000747757276511507,0.48594613671302794,1.6007402062416076,0.22621791064739227,0.03166806716471911,0.03166806716471911,0.3350480511784554,0.0012695598761640232,0.0027249999344348907,0.1658584475517273,1.0,0.01,0.0006988942307692308,2,0.5,0.5,0.03125,0.0246875,0.0,0.0315625,53.281875
2,9600,-77.767158806324,-0.7776715970039367,-77.767158806324,-0.7776715970039367,0.0,77.767158806324,0.7776715970039367,3.983765184879303,0.03983767986297615,5.560755681991577,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96,-0.0010268467099173507,0.42861243784427644,1.5956425786018371,0.19732294380664825,0.034031699784100054,0.034031699784100054,0.30655994117259977,0.0010089415814948381,0.0008124999701976776,0.23057955503463745,1.0,0.01,0.0006977884615384615,2,0.5,0.5,0.0,0.099375,0.0,0.10625,49.50125
3,12800,-71.67258840799332,-0.7167259234189988,-71.67258840799332,-0.7167259234189988,0.0,71.67258840799332,0.7167259234189988,10.078335583209991,0.10078335344791411,5.703841795921326,0.00125,0.00018646024743013934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,128,-0.0015628737307270767,0.38315097987651825,1.587383759021759,0.1741387814283371,0.04292834997177124,0.04292834997177124,0.3012665554881096,0.002040409144683808,0.004331249860115349,0.3453330993652344,1.0,0.01,0.0006966826923076923,2,0.5,0.5,0.03125,0.07875,0.0,0.0840625,51.1228125
4,16000,-75.4517959356308,-0.7545180147886277,-75.4517959356308,-0.7545180147886277,0.0,75.4517959356308,0.7545180147886277,6.29912805557251,0.0629912620782852,5.402255506515503,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,-0.0008359219254867156,0.32180981040000917,1.5747926235198975,0.14432105869054795,0.032204358465969564,0.032204358465969564,0.29651984870433806,0.0015308842688686564,0.004393750033341348,0.3769378662109375,1.0,0.01,0.0006955769230769231,2,0.5,0.5,0.0,0.0428125,0.0,0.0553125,51.4159375
5,19200,-84.65851402282715,-0.8465850698947907,-84.65851402282715,-0.8465850698947907,0.0,84.65851402282715,0.8465850698947907,-2.9075900316238403,-0.029075793027877772,6.965269713401795,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,192,-0.00122907164219086,0.38349107205867766,1.5664701223373414,0.17485176026821136,0.038446861505508426,0.038446861505508426,0.32042503356933594,0.0018611297462489385,0.006899999966844916,0.3647744655609131,1.0,0.01,0.0006944711538461538,2,0.5,0.5,0.0,0.023125,0.0,0.029375,54.33125
6,22400,-74.84770011901855,-0.7484769946336747,-74.84770011901855,-0.7484769946336747,0.0,74.84770011901855,0.7484769946336747,6.903223872184753,0.0690322822332382,6.3791399097442625,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,224,-0.0011938267155493065,0.26126554161310195,1.557767677307129,0.11386126875877381,0.04188932292163372,0.04188932292163372,0.2795992851257324,0.0018261183893632817,0.0074250001343898475,0.5802637338638306,1.0,0.01,0.0006933653846153846,2,0.5,0.5,0.0,0.0340625,0.0,0.0375,53.5925
7,25600,-73.88463008403778,-0.7388462877273559,-73.88463008403778,-0.7388462877273559,0.0,73.88463008403778,0.7388462877273559,7.866293907165527,0.07866298913955694,6.268755440711975,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256,-0.0008288127115118726,0.2375405326485634,1.5575061440467834,0.10236639231443405,0.032915163226425646,0.032915163226425646,0.2963383004069328,0.0015513559061223867,0.0025625000707805157,0.47560811042785645,1.0,0.01,0.0006922596153846154,2,0.5,0.5,0.0,0.010625,0.0,0.0140625,54.833125
8,28800,-65.9018432199955,-0.6590184807777405,-65.9018432199955,-0.6590184807777405,0.0,65.9018432199955,0.6590184807777405,15.84908077120781,0.15849079608917238,4.978631515502929,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,288,-0.0010122270212741924,0.25963982939720154,1.5403603076934815,0.11340408250689507,0.028324162214994432,0.028324162214994432,0.29044485837221146,0.001141469822323942,0.0,0.25664734840393066,1.0,0.01,0.0006911538461538461,2,0.5,0.5,0.0,0.1434375,0.0,0.1521875,46.0346875
9,32000,-68.03003352880478,-0.6803003615140915,-68.03003352880478,-0.6803003615140915,0.0,68.03003352880478,0.6803003615140915,13.720890462398529,0.13720891535282143,4.7948786067962645,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320,-0.0011920235749013131,0.32348900437355044,1.5288928627967835,0.14526355117559434,0.04773626364767551,0.04773626364767551,0.2913208916783333,0.001796288587139007,0.015224999841302633,0.20822584629058838,1.0,0.01,0.0006900480769230769,2,0.5,0.5,0.0,0.0509375,0.0,0.0625,50.598125
