iter,global_step,episode_return,mean_step_reward,optimized_episode_return,optimized_mean_step_reward,reward_shift,episode_return_gap_to_zero,mean_step_reward_gap_to_zero,episode_return_delta_from_start,mean_step_reward_delta_from_start,pursuer_target_distance,capture,task_score,eval_mean_return,eval_mean_step_reward,eval_optimized_mean_return,eval_optimized_mean_step_reward,eval_mean_episode_length,eval_pursuer_target_distance,eval_capture,eval_task_score,eval_return_gap_to_zero,eval_return_delta_from_start,episodes_completed,policy_loss,value_loss,entropy,total_loss,grad_norm,actor_grad_norm,critic_grad_norm,approx_kl,clipfrac,explained_variance,mean_ratio_epoch0,entropy_coef,lr,seed,alpha,env_alpha,capture_rate
0,3200,-338.137122631073,-3.3813713598251343,-338.137122631073,-3.3813713598251343,0.0,338.137122631073,3.3813713598251343,0.0,0.0,2.825752761363983,0.0,0.0,-232.05862885713577,-2.3205862885713575,-232.05862885713577,-2.3205862885713575,100.0,1.7560571646690368,0.0,0.0,232.05862885713577,0.0,32,-0.002125788781211213,0.6605595350265503,1.6076274752616881,0.31207770109176636,0.04216672480106354,0.04216672480106354,0.2645008623600006,0.001866630246877346,0.009524999791756273,-0.44935619831085205,1.0,0.01,0.0007,2,0.5,0.5,0.0
1,6400,-304.7234787940979,-3.0472348403930662,-304.7234787940979,-3.0472348403930662,0.0,304.7234787940979,3.0472348403930662,33.4136438369751,0.334136519432068,2.256753690242767,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64,-0.0015498188925092472,0.3916188806295395,1.6003391981124877,0.17827931195497512,0.03759422972798347,0.03759422972798347,0.2725783810019493,0.0013345486604523324,0.0025187499821186067,0.25329309701919556,1.0,0.009985576923076923,0.0006988942307692308,2,0.5,0.5,0.0
2,9600,-308.13851261138916,-3.0813848972320557,-308.13851261138916,-3.0813848972320557,0.0,308.13851261138916,3.0813848972320557,29.998610019683838,0.2999864625930786,2.2853246235847475,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96,-0.0021211862887955844,0.40103913843631744,1.589110827445984,0.18255311548709868,0.05211908034980297,0.05211908034980297,0.2658238589763641,0.0018666998854317413,0.009775000042282045,0.31224268674850464,1.0,0.009971153846153847,0.0006977884615384615,2,0.5,0.5,0.0
3,12800,-311.75624680519104,-3.117562413215637,-311.75624680519104,-3.117562413215637,0.0,311.75624680519104,3.117562413215637,26.380875825881958,0.26380894660949705,2.297619938850403,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,128,-0.0024443896873620474,0.423234349489212,1.5823239922523498,0.1934180110692978,0.04756680801510811,0.04756680801510811,0.3134543657302856,0.001786014376194003,0.012637500022538006,0.33427852392196655,1.0,0.00995673076923077,0.0006966826923076923,2,0.5,0.5,0.0
4,16000,-303.24235129356384,-3.032423424720764,-303.24235129356384,-3.032423424720764,0.0,303.24235129356384,3.032423424720764,34.894771337509155,0.3489479351043703,2.2636069297790526,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,-0.001476700645498852,0.3153705567121506,1.5752731442451477,0.14054672718048095,0.040220902487635615,0.040220902487635615,0.2492007076740265,0.0011870375579751294,0.003962500009220093,0.3890305161476135,1.0,0.009942307692307693,0.0006955769230769231,2,0.5,0.5,0.0
5,19200,-329.19589591026306,-3.2919590067863465,-329.19589591026306,-3.2919590067863465,0.0,329.19589591026306,3.2919590067863465,8.941226720809937,0.0894123530387878,2.7676950764656065,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,192,-0.0019835612172609983,0.38969611525535586,1.572471809387207,0.17725317776203156,0.043229813873767856,0.043229813873767856,0.3087684571743011,0.0020275610029789133,0.010606250213459133,0.31928420066833496,1.0,0.009927884615384616,0.0006944711538461538,2,0.5,0.5,0.0
6,22400,-335.0577507019043,-3.350577435493469,-335.0577507019043,-3.350577435493469,0.0,335.0577507019043,3.350577435493469,3.079371929168701,0.030793924331665057,2.6098838210105897,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,224,-0.0018848599307471404,0.30461656153202055,1.569278848171234,0.13486643731594086,0.039981278404593465,0.039981278404593465,0.28785117119550707,0.0024028273423032237,0.01796250030165538,0.5812196135520935,1.0,0.00991346153846154,0.0006933653846153846,2,0.5,0.5,0.0
7,25600,-330.10733556747437,-3.3010733246803285,-330.10733556747437,-3.3010733246803285,0.0,330.10733556747437,3.3010733246803285,8.029787063598633,0.08029803514480571,2.6575001192092897,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256,-0.0019906122430796815,0.2737533450126648,1.5614997386932372,0.11942871436476707,0.042431320250034335,0.042431320250034335,0.2692465305328369,0.0020270617023930198,0.014662499947007746,0.5174718499183655,1.0,0.009899038461538463,0.0006922596153846154,2,0.5,0.5,0.0
8,28800,-297.27292758226395,-2.972729284763336,-297.27292758226395,-2.972729284763336,0.0,297.27292758226395,2.972729284763336,40.86419504880905,0.40864207506179806,2.2003484582901,0.0021875,0.0006835193193833492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,288,-0.00203312108428193,0.31841756999492643,1.5504867672920226,0.14184970259666443,0.045671844482421876,0.045671844482421876,0.278810428082943,0.002317574508925297,0.014762500301003456,-0.11049139499664307,1.0,0.009884615384615384,0.0006911538461538461,2,0.5,0.5,0.03125
9,32000,-305.1144690513611,-3.051144688129425,-305.1144690513611,-3.051144688129425,0.0,305.1144690513611,3.051144688129425,33.022653579711914,0.3302266716957094,2.2473728227615357,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320,-0.002921745644556495,0.2614708483219147,1.5501955986022948,0.11251295059919357,0.05333176888525486,0.05333176888525486,0.2507449358701706,0.0024187127317424452,0.018187499535270036,0.272782564163208,1.0,0.009870192307692307,0.0006900480769230769,2,0.5,0.5,0.0
