iter,global_step,episode_return,mean_step_reward,episodes_completed,policy_loss,value_loss,entropy,total_loss,grad_norm,approx_kl,clipfrac,explained_variance,mean_ratio_epoch0,lr,seed
124,400000,-448.9028534889221,-4.48902843952179,4000,-0.0006701385832155182,1891.8139724731445,2.0423485338687897,945.8858985900879,63.53218440618366,0.0009440539404302656,0.0022395833584596403,-0.0004967451095581055,1.0,0.0005,2
125,403200,-460.02427673339844,-4.600242714881897,4032,-0.00020454962141602806,1886.2751846313477,2.028323173522949,943.1170959472656,65.8079645182006,0.0012320743703647555,0.0036458333452173974,-3.361701965332031e-05,1.0,0.0005,2
126,406400,-449.67857837677,-4.496785626411438,4064,-0.0010836370221785074,1802.9103546142578,2.0401893258094788,901.4336891174316,63.76698100194335,0.0018668338038886128,0.008203124940337148,-0.00014007091522216797,1.0,0.0005,2
127,409600,-459.41121006011963,-4.594112219810486,4096,0.00017786390044349787,1850.2886657714844,2.0508165508508682,925.1240005493164,65.3109701029025,0.00120129818014974,0.002291666649398394,-0.0001227855682373047,1.0,0.0005,2
128,412800,-483.58753871917725,-4.8358753347396854,4128,-0.0005475735434585793,2139.6882095336914,2.036526694893837,1069.823184967041,69.12727347388864,0.0010846757054430891,0.0028906250481668394,-0.00028526782989501953,1.0,0.0005,2
129,416000,-419.405216217041,-4.194052021503449,4160,-0.0011375899376888654,1482.4392929077148,2.048289582133293,741.1980400085449,58.39718139404431,0.0011291294330256412,0.004635416509700008,-9.036064147949219e-05,1.0,0.0005,2
130,419200,-484.5254273414612,-4.845254487991333,4192,-0.0008576813546827822,2161.5780181884766,2.0515331774950027,1080.7676391601562,69.7031516940333,0.0017269767959085503,0.007734374921710696,-0.00031316280364990234,1.0,0.0005,2
131,422400,-473.6638298034668,-4.736638431549072,4224,-5.055350365856803e-05,1977.0482559204102,2.062503546476364,988.5034484863281,68.01337405992672,0.0007709716247752894,0.0012500000084401108,-0.0001811981201171875,1.0,0.0005,2
132,425600,-464.11236906051636,-4.641123700141907,4256,-0.0001365352175981549,2010.2819137573242,2.0700358748435974,1005.1201248168945,66.29931919369847,0.0009307211369112489,0.0017968750107684173,-7.259845733642578e-05,1.0,0.0005,2
133,428800,-441.80442905426025,-4.418044214248657,4288,-0.00041741531411254584,1712.6397552490234,2.0633029639720917,856.298828125,61.026669832877815,0.0008168637795058712,0.0009635416827222798,-0.00012421607971191406,1.0,0.0005,2
134,432000,-425.85575103759766,-4.258557686805725,4320,-0.00018223981196285877,1564.8829803466797,2.0581293404102325,782.4207229614258,59.204603656660765,0.0006171625016129741,2.604166729724966e-05,-0.00014007091522216797,1.0,0.0005,2
135,435200,-440.9975357055664,-4.4099752759933475,4352,-8.767483533178577e-05,1625.5080871582031,2.0677103847265244,812.7332763671875,61.25552181201056,0.0005284327534134242,2.604166729724966e-05,-6.246566772460938e-05,1.0,0.0005,2
136,438400,-434.24940395355225,-4.3424939751625065,4384,0.00014952334404361167,1599.0480651855469,2.0479515492916107,799.5037155151367,59.27072183880955,0.0008730154694384114,0.00018229167108074762,-0.00012254714965820312,1.0,0.0005,2
137,441600,-469.61910104751587,-4.696191058158875,4416,0.000535048187910725,1924.7626953125,2.054097056388855,962.3613510131836,65.47407111618668,0.0006546177791058594,2.604166729724966e-05,-0.00023221969604492188,1.0,0.0005,2
138,444800,-448.9570322036743,-4.489570264816284,4448,0.0002124597202691758,1763.4927978515625,2.059160277247429,881.7260246276855,63.32097891578451,0.0004928578133565722,2.604166729724966e-05,-7.259845733642578e-05,1.0,0.0005,2
139,448000,-404.1460647583008,-4.04146068572998,4480,-0.0002851896104144602,1353.1538619995117,2.0640130192041397,676.5560111999512,55.00600330485031,0.0006256015686865486,0.00023437499839928932,-5.2094459533691406e-05,1.0,0.0005,2
140,451200,-460.88272857666016,-4.608827395439148,4512,-0.0004254413879061225,1833.1991348266602,2.0665954649448395,916.5784759521484,63.93150669662282,0.0009162432080536641,0.0021354166747187264,-0.0001590251922607422,1.0,0.0005,2
141,454400,-501.3067207336426,-5.013067107200623,4544,-0.000396250534710596,2317.9590759277344,2.0632492750883102,1158.958511352539,70.65793193876743,0.0010816432302369885,0.0033593750376894604,-0.00021195411682128906,1.0,0.0005,2
142,457600,-456.4858593940735,-4.564858570098877,4576,-0.0008779457489738185,1868.8165588378906,2.0626427829265594,934.3867797851562,64.39907796354964,0.0011513438088293928,0.00684895807353314,-0.00012481212615966797,1.0,0.0005,2
143,460800,-461.3549294471741,-4.613549385070801,4608,-0.00023281559565201115,1810.7943420410156,2.0546334832906723,905.376392364502,64.22126755770296,0.0008380208205387867,0.0001302083401242271,-2.2172927856445312e-05,1.0,0.0005,2
144,464000,-435.0313892364502,-4.350313973426819,4640,-0.0003497315689491298,1665.5892944335938,2.0524699091911316,832.7737731933594,60.29886114038527,0.0005866280743027986,0.0002604166620585602,-0.0002949237823486328,1.0,0.0005,2
145,467200,-441.4005241394043,-4.414005198478699,4672,-0.0008183324463486574,1742.9370498657227,2.0718440413475037,871.4469833374023,60.98837790777907,0.001268824127465221,0.002161458378395764,-4.553794860839844e-05,1.0,0.0005,2
146,470400,-462.8973512649536,-4.628973445892334,4704,-0.0007000083420644065,1863.703842163086,2.061519742012024,931.8306121826172,63.86833690246567,0.0019851240431315565,0.011093749912106432,-9.322166442871094e-05,1.0,0.0005,2
147,473600,-439.14080286026,-4.391407845020294,4736,-0.00010328401566472856,1606.5814666748047,2.06087826192379,803.2700271606445,60.14840610604733,0.0008354769430532595,0.0010677083337213844,-2.7418136596679688e-05,1.0,0.0005,2
148,476800,-421.9907841682434,-4.219907932281494,4768,-0.0002489151570139736,1485.4244384765625,2.067972242832184,742.6912994384766,58.10390783287585,0.0008393095513390714,0.0012500000302679837,-2.7060508728027344e-05,1.0,0.0005,2
149,480000,-464.20105934143066,-4.642010622024536,4800,7.946010688208993e-05,1793.0275573730469,2.05518339574337,896.4933128356934,64.64458867395297,0.000776756954451963,0.00010416666918899864,-8.189678192138672e-05,1.0,0.0005,2
150,483200,-457.78026390075684,-4.57780255317688,4832,-0.0002692089425666566,1828.687484741211,2.0679782927036285,914.3227920532227,63.7252249782905,0.0009865245281169268,0.00041666666948003694,-2.5987625122070312e-05,1.0,0.0005,2
151,486400,-504.0555877685547,-5.040555953979492,4864,-0.00024020666812551994,2199.4663848876953,2.05823914706707,1099.7123565673828,71.02117832005024,0.0009321775950191403,0.00046875000407453626,-3.0875205993652344e-05,1.0,0.0005,2
152,489600,-441.82084465026855,-4.418208312988281,4896,-0.0001305727198479545,1679.6826400756836,2.067105069756508,839.8205146789551,60.929542172234505,0.0008272080560807793,0.00020833334201597609,-7.259845733642578e-05,1.0,0.0005,2
153,492800,-454.9121108055115,-4.54912121295929,4928,-5.4526129574794524e-05,1795.3225631713867,2.063081383705139,897.6405944824219,62.942450074478984,0.0011161056982025405,0.0029427084045892116,-2.968311309814453e-05,1.0,0.0005,2
154,496000,-475.877498626709,-4.758774895668029,4960,0.0003003875223628327,1914.9144134521484,2.070149913430214,957.4368171691895,66.44277764577419,0.0006538489965357993,0.0,3.075599670410156e-05,1.0,0.0005,2
155,499200,-450.0185737609863,-4.500185761451721,4992,-0.0001681153253425549,1743.8198318481445,2.054522082209587,871.8892097473145,61.36460101464763,0.0007281497586298033,0.001484374970459612,-3.24249267578125e-05,1.0,0.0005,2
156,502400,-449.35477447509766,-4.493547549247742,5024,-0.0007393703352135961,1692.4060897827148,2.063220128417015,846.1816787719727,61.49870616942644,0.0009088175709173654,0.0010416666518722195,-1.7642974853515625e-05,1.0,0.0005,2
157,505600,-470.121901512146,-4.701219115257263,5056,0.0005745301347364062,1875.3427429199219,2.0661271810531616,937.6512870788574,64.50848046829924,0.0010529174437586618,0.002447916744131362,-3.7670135498046875e-05,1.0,0.0005,2
158,508800,-430.3681049346924,-4.303680999279022,5088,0.00042141633660018607,1564.9758834838867,2.0625008791685104,782.4677352905273,57.87500444659963,0.0016013925173872451,0.009583333339833189,-9.441375732421875e-05,1.0,0.0005,2
159,512000,-438.4893317222595,-4.384893171787262,5120,9.045173308530607e-05,1671.0497817993164,2.0704701393842697,835.5042839050293,58.982181299477816,0.0008749266844467617,0.0011718749956344254,-4.267692565917969e-05,1.0,0.0005,2
160,515200,-440.8392400741577,-4.408392271995544,5152,-0.0007863099038861732,1566.3859100341797,2.0479684621095657,783.1716842651367,58.519433851819485,0.00133414310084917,0.005130208352056798,-0.00010704994201660156,1.0,0.0005,2
161,518400,-415.0601739883423,-4.150601661205291,5184,-0.0004775294361328286,1432.8512649536133,2.0564129799604416,716.4046020507812,55.4059803141281,0.0008755698779630771,0.0008854166735545732,-2.6106834411621094e-05,1.0,0.0005,2
162,521600,-510.25175380706787,-5.102517418861389,5216,-0.00046431526701162795,2219.066635131836,2.0565677285194397,1109.5122985839844,71.526833221782,0.0006347412786461413,0.0007031250279396772,-9.5367431640625e-05,1.0,0.0005,2
163,524800,-459.68860816955566,-4.596886105537415,5248,-0.00034747289590542074,1787.5118560791016,2.0651177167892456,893.734935760498,63.36529010068625,0.0007308667502464332,0.0005989583369228058,-6.127357482910156e-05,1.0,0.0005,2
164,528000,-433.34725284576416,-4.333472504615783,5280,-0.00025315279585491623,1568.8314743041992,2.0675748884677887,784.3948173522949,59.14672538964078,0.0007182341281584683,0.00041666666584205814,3.1828880310058594e-05,1.0,0.0005,2
165,531200,-456.6471252441406,-4.566471409797669,5312,-0.000874074464639385,1771.6521377563477,2.0716717541217804,885.8044776916504,63.18301262613386,0.001717379552474762,0.009557291574310511,-3.266334533691406e-05,1.0,0.0005,2
166,534400,-496.00526237487793,-4.960052676200867,5344,-0.00027323954126279304,2061.695686340332,2.06479075551033,1030.8269233703613,69.0830003079027,0.0007359524691999238,0.00036458334216149524,1.2099742889404297e-05,1.0,0.0005,2
167,537600,-423.0675711631775,-4.230675857067109,5376,-0.0006417855489173618,1448.0222702026367,2.0539042949676514,723.9899559020996,56.91299057658762,0.0007257885640690877,0.00036458334216149524,1.627206802368164e-05,1.0,0.0005,2
168,540800,-480.1168804168701,-4.801168785095215,5408,-0.00021428783126342665,1937.0767440795898,2.0446413159370422,968.5177192687988,65.32171345828101,0.0006226506961873068,0.00023437500931322575,-2.0503997802734375e-05,1.0,0.0005,2
169,544000,-415.01265239715576,-4.150126466751098,5440,-0.0005352085811529683,1344.4590682983398,2.060447558760643,672.2083892822266,54.4324298389256,0.0006980130062864309,0.0005208333350310568,0.00011050701141357422,1.0,0.0005,2
170,547200,-445.4626121520996,-4.454626188278199,5472,-0.00015758289072120846,1636.172103881836,2.0656970739364624,818.0652389526367,59.97830210253596,0.001803498963455073,0.008723958482732996,5.3882598876953125e-05,1.0,0.0005,2
171,550400,-411.3729910850525,-4.1137298440933225,5504,-0.000334711645082697,1392.119758605957,2.0501569509506226,696.0390434265137,54.04957175813615,0.0008116912266594172,0.0023697916803939734,-3.337860107421875e-05,1.0,0.0005,2
172,553600,-433.7893943786621,-4.337894093990326,5536,-0.0003837111567284168,1505.3709411621094,2.0543311685323715,752.6645431518555,57.94026938127354,0.001398832502901134,0.004062500036525307,4.500150680541992e-05,1.0,0.0005,2
173,556800,-445.5479049682617,-4.455479145050049,5568,-0.000799523107278155,1694.0751953125,2.0633531659841537,847.016170501709,60.498398976866156,0.0011126297902145066,0.0025781250224099495,7.212162017822266e-06,1.0,0.0005,2
174,560000,-453.83669567108154,-4.538367080688476,5600,-0.00043124469953870204,1686.7176895141602,2.036525249481201,843.3380546569824,60.57333350600675,0.0009250432667621145,0.0015104166668606922,-2.4557113647460938e-05,1.0,0.0005,2
175,563200,-424.06776237487793,-4.240677497386932,5632,-0.0002803956643795402,1469.5864562988281,2.0463032722473145,734.7724838256836,56.163472349755466,0.001309260846938602,0.0024218749604187906,7.975101470947266e-05,1.0,0.0005,2
176,566400,-430.6151943206787,-4.306151983737945,5664,-0.00034497355934265395,1470.0314178466797,2.0678378343582153,734.9946823120117,56.89664306584746,0.0007620613029082668,0.0009635416718083434,4.369020462036133e-05,1.0,0.0005,2
177,569600,-475.90988063812256,-4.759098792076111,5696,-0.00015882353125729054,1807.1207733154297,2.06480410695076,903.5395851135254,64.23199414508417,0.0014461338221288267,0.004322916698583867,3.7729740142822266e-05,1.0,0.0005,2
178,572800,-444.868124961853,-4.448681247234345,5728,-0.0006011648191419638,1599.2711868286133,2.0727570950984955,799.6142539978027,59.404992908239365,0.0011507776717969839,0.001692708392511122,9.369850158691406e-05,1.0,0.0005,2
179,576000,-428.39602518081665,-4.283960223197937,5760,-0.0011727479104881033,1460.497787475586,2.066131040453911,730.2270622253418,56.96935708634555,0.001324500306510226,0.004817708435439272,7.724761962890625e-05,1.0,0.0005,2
180,579200,-402.4240097999573,-4.0242400598526,5792,-0.00016234705176731978,1261.3840713500977,2.0397749096155167,630.6714706420898,51.679297687951475,0.001145994583112835,0.0020312499909778126,7.635354995727539e-05,1.0,0.0005,2
181,582400,-475.12581729888916,-4.75125823020935,5824,-0.00023546295191145816,1906.0173797607422,2.0559996366500854,952.9878921508789,64.43234024289995,0.0009227534476401781,0.001484375010477379,2.586841583251953e-05,1.0,0.0005,2
182,585600,-459.21743965148926,-4.592174153327942,5856,-0.0006973927289981585,1696.4477767944336,2.0536743104457855,848.2026519775391,61.85237587802112,0.0013776328345337123,0.004244791773089673,8.183717727661133e-05,1.0,0.0005,2
183,588800,-440.04840183258057,-4.400484094619751,5888,-0.0005863393183744847,1545.4974365234375,2.0425964444875717,772.727710723877,58.81439395155758,0.0007487009921768474,0.0019010416872333735,9.208917617797852e-05,1.0,0.0005,2
184,592000,-428.8378372192383,-4.288378419876099,5920,-0.0003195798490696622,1471.0964660644531,2.0428828448057175,735.5274810791016,57.03191125905141,0.001711645063097288,0.008932291744713439,8.720159530639648e-05,1.0,0.0005,2
185,595200,-458.5398054122925,-4.585397849082947,5952,-0.0009010760771648307,1705.5964431762695,2.02492493391037,852.7770767211914,60.75515519967303,0.0019149695522181908,0.009973958367481828,5.441904067993164e-05,1.0,0.0005,2
186,598400,-443.43523120880127,-4.434352476596832,5984,-0.0005139537926819315,1532.285255432129,2.0413696318864822,766.121696472168,58.391098575200886,0.001196691611313214,0.006588541647943202,9.906291961669922e-05,1.0,0.0005,2
187,601600,-479.7654838562012,-4.797654905319214,6016,-0.0008327730160822,1900.2289505004883,2.045135512948036,950.0931930541992,64.9464728301391,0.0013147874599333553,0.005624999957944965,6.389617919921875e-05,1.0,0.0005,2
188,604800,-460.0589771270752,-4.600589561462402,6048,-0.0004977705000904775,1673.3167572021484,2.044575199484825,836.6374282836914,61.3426070343703,0.0012577697339118965,0.0033593750740692485,3.999471664428711e-05,1.0,0.0005,2
189,608000,-418.2053909301758,-4.182053728103638,6080,-0.0016487396602560267,1291.6619720458984,2.052370548248291,645.8088111877441,54.435983357951045,0.0021961702198048465,0.01736979151246487,0.00010704994201660156,1.0,0.0005,2
190,611200,-450.8861870765686,-4.50886195898056,6112,-0.00032648223228548545,1596.0564422607422,2.0664283633232117,798.0072326660156,59.75440701050684,0.001042411954359403,0.0017447916870878544,8.887052536010742e-05,1.0,0.0005,2
191,614400,-420.87922048568726,-4.208792209625244,6144,-0.00011701164063504521,1368.3308639526367,2.086822524666786,684.1444396972656,55.066052050329745,0.001397901865630771,0.0030468750155705493,0.0001081228256225586,1.0,0.0005,2
192,617600,-428.59465312957764,-4.28594655752182,6176,0.00031685893226196526,1424.9577331542969,2.080259397625923,712.4583740234375,55.52631955128163,0.0013720065335299577,0.0027604166243690997,6.73532485961914e-05,1.0,0.0005,2
193,620800,-444.32181215286255,-4.443218197822571,6208,-0.00018159081679813838,1509.3214721679688,2.056048348546028,754.6400032043457,58.25910887029022,0.0015540372405673927,0.0057291666380479,0.00013363361358642578,1.0,0.0005,2
194,624000,-448.0913405418396,-4.4809132981300355,6240,-0.00041184182585041196,1613.3810806274414,2.0650175511837006,806.6694755554199,58.84608987206593,0.0005234730862192004,0.0001302083401242271,2.5212764739990234e-05,1.0,0.0005,2
195,627200,-479.5568675994873,-4.795568661689758,6272,-0.00032021992221853424,1847.6125411987305,2.081661269068718,923.7851409912109,64.73055746406317,0.0011355397493851076,0.0019791666854871437,8.505582809448242e-05,1.0,0.0005,2
196,630400,-472.45065212249756,-4.724506497383118,6304,-5.9118270567815046e-05,1788.3026885986328,2.0902272015810013,894.13037109375,64.09850590117276,0.0008220470033400371,0.0012239583738846704,9.429454803466797e-05,1.0,0.0005,2
197,633600,-458.47591638565063,-4.584759049415588,6336,2.456442561499239e-05,1608.4779891967773,2.07456374168396,804.2182731628418,59.92020389251411,0.0007238224682176345,0.0018229167180834338,0.00011283159255981445,1.0,0.0005,2
198,636800,-426.812451839447,-4.26812439918518,6368,-0.00017042465231797976,1363.3174667358398,2.0532579720020294,681.6380348205566,54.62806055042893,0.0017162665189978997,0.006874999940919224,0.0001327991485595703,1.0,0.0005,2
199,640000,-430.83918285369873,-4.3083917927742,6400,0.00024063617730618603,1449.0092468261719,2.075691595673561,724.4841041564941,55.59762552054599,0.001184245542845724,0.0017968750325962901,9.59634780883789e-05,1.0,0.0005,2
200,643200,-477.8001217842102,-4.778001317977905,6432,-0.00015224648618028525,1774.0189666748047,2.0639034062623978,886.988697052002,63.02821976598352,0.0008036256684825656,0.0010416666555101983,6.091594696044922e-05,1.0,0.0005,2
201,646400,-434.5309009552002,-4.345309109687805,6464,-0.0004971320239111066,1441.7230911254883,2.0571806728839874,720.8404846191406,55.97973276022822,0.0007882360278024466,0.00039062499126885086,7.033348083496094e-05,1.0,0.0005,2
202,649600,-477.9155626296997,-4.7791554689407345,6496,-0.000507741855969357,1830.3545379638672,2.070485696196556,915.1560592651367,63.93750948552042,0.0006214378667557839,0.0002604166766104754,6.490945816040039e-05,1.0,0.0005,2
203,652800,-442.7631506919861,-4.42763135433197,6528,-0.0007876388634224796,1506.4208526611328,2.057381793856621,753.1890716552734,57.450991957914084,0.001372428964942476,0.005104166666569654,9.900331497192383e-05,1.0,0.0005,2
204,656000,-433.91054582595825,-4.339105713367462,6560,-0.00021314882053946604,1455.3481140136719,2.067824214696884,727.6531677246094,56.06452906690538,0.0006191943806478084,0.0005729166514356621,6.216764450073242e-05,1.0,0.0005,2
205,659200,-453.23122930526733,-4.532312345504761,6592,-0.001115268581741713,1629.843406677246,2.0607352554798126,814.8999786376953,58.83655873360112,0.0008513763442586057,0.0019010416872333735,4.965066909790039e-05,1.0,0.0005,2
206,662400,-444.31808853149414,-4.443180871009827,6624,-0.0005180422885193159,1508.0125122070312,2.066285789012909,753.9850883483887,57.69799302704632,0.0013020402459467703,0.0052343749230203684,0.00011330842971801758,1.0,0.0005,2
207,665600,-482.2427463531494,-4.82242748260498,6656,-0.0012048912643756182,1907.3472137451172,2.07139952480793,953.6516952514648,63.65314981620759,0.0020202086543584623,0.008359375089639798,4.6372413635253906e-05,1.0,0.0005,2
208,668800,-515.1291341781616,-5.151291484832764,6688,-0.0008364027324514467,2158.3499908447266,2.062924161553383,1079.1535339355469,69.80631740996614,0.0009039749705841956,0.0029427083281916566,7.677078247070312e-05,1.0,0.0005,2
209,672000,-448.01049518585205,-4.480104932785034,6720,-0.0009532590228157334,1519.534294128418,2.0662404149770737,759.745532989502,58.30506231635809,0.0014759182520272382,0.005468750016007107,0.00011974573135375977,1.0,0.0005,2
210,675200,-398.94501638412476,-3.989450318813324,6752,-0.0006535818923989467,1168.448616027832,2.072443053126335,584.2029304504395,50.03556819073856,0.0006705688058453666,0.00028645834026974626,0.0001308917999267578,1.0,0.0005,2
211,678400,-469.6769733428955,-4.696770005226135,6784,-3.988385671016559e-05,1707.8056564331055,2.072697550058365,853.8820610046387,60.632074346765876,0.0007115272724156865,0.00028645833663176745,5.0187110900878906e-05,1.0,0.0005,2
212,681600,-434.6958546638489,-4.34695853471756,6816,-0.0006502316392288793,1440.0348052978516,2.061788246035576,719.9961280822754,54.961772326380014,0.0010148958169800579,0.0011197916865057778,9.495019912719727e-05,1.0,0.0005,2
213,684800,-447.85396432876587,-4.478539690971375,6848,-0.0004249883670240928,1431.9302978515625,2.0516469329595566,715.9441986083984,56.81122743478045,0.0013681275017923625,0.0029687499772990122,0.00014382600784301758,1.0,0.0005,2
214,688000,-428.7348952293396,-4.287349088191986,6880,-0.0004096125352908153,1307.48193359375,2.0446665436029434,653.7201156616211,54.566657529212534,0.0009125437737801064,0.0007812499898136593,0.00015032291412353516,1.0,0.0005,2
215,691200,-466.38026762008667,-4.663802692890167,6912,-0.00048804118638745564,1675.6541900634766,2.0350352972745895,837.8062629699707,59.752327306196094,0.0009877967963810054,0.0005729166587116197,8.308887481689453e-05,1.0,0.0005,2
216,694400,-442.1977496147156,-4.421977410316467,6944,-5.4856725516305715e-05,1495.573501586914,2.0507157146930695,747.7661972045898,56.586869314312935,0.0008753321549200453,0.0,0.00011730194091796875,1.0,0.0005,2
217,697600,-437.5057773590088,-4.375057780742646,6976,-0.0005357967705927891,1377.0495681762695,2.034715473651886,688.50390625,55.25163714122027,0.0008644403584419644,0.0004947916713717859,0.00012421607971191406,1.0,0.0005,2
218,700800,-419.54604625701904,-4.1954604482650755,7008,0.00010984753591714025,1216.0049743652344,2.057139039039612,607.9820213317871,52.7847814722918,0.0009993835744815146,0.0013020833321206737,0.00021451711654663086,1.0,0.0005,2
219,704000,-466.05927181243896,-4.660592703819275,7040,-0.00022145035027421045,1595.856330871582,2.035115197300911,797.9075889587402,60.14635356934741,0.0013055839538090393,0.003098958361078985,0.00012922286987304688,1.0,0.0005,2
220,707200,-427.51516819000244,-4.275151579380036,7072,-0.0005555097710367995,1315.015235900879,2.026356816291809,657.4867897033691,54.12933839298785,0.0011375215813139378,0.0033593750413274392,0.00017696619033813477,1.0,0.0005,2
221,710400,-433.4294352531433,-4.33429434299469,7104,3.705630838979346e-05,1365.7671508789062,2.0155683755874634,682.8634567260742,54.85297734197229,0.0008182446692907069,0.0010156250245927367,0.00012570619583129883,1.0,0.0005,2
222,713600,-465.4531226158142,-4.654531311988831,7136,-0.001304435019834571,1683.0845260620117,2.011421248316765,841.5208396911621,60.17243816284463,0.0013811602202630478,0.006744791699020425,0.0001081228256225586,1.0,0.0005,2
223,716800,-443.6662549972534,-4.436662659645081,7168,0.00014059577850278338,1498.9048538208008,2.0043526366353035,749.4325141906738,56.63058604346588,0.0010064711684671164,0.0019010416726814583,0.00010031461715698242,1.0,0.0005,2
224,720000,-472.9138717651367,-4.729138855934143,7200,-0.0009552543730706464,1648.328269958496,1.9949510544538498,824.1432266235352,61.56336323125288,0.0009649708592868302,0.0025781250369618647,0.00017458200454711914,1.0,0.0005,2
225,723200,-439.7929081916809,-4.397929224967957,7232,-0.00040180654042087927,1402.5784530639648,2.0181583166122437,701.2686424255371,56.371235514525324,0.0010368089053835049,0.002864583373593632,0.00016111135482788086,1.0,0.0005,2
226,726400,-439.4883279800415,-4.394883248806,7264,-7.274831185188901e-05,1490.8687591552734,2.0218633264303207,745.4140853881836,55.875093501992524,0.0013197590990337805,0.0030989584120106883,0.00010150671005249023,1.0,0.0005,2
227,729600,-457.3413019180298,-4.57341299533844,7296,-0.00022292919812860745,1594.3145751953125,2.0385249704122543,797.1366844177246,58.518540806137025,0.00035162650380093083,0.0,0.00012868642807006836,1.0,0.0005,2
228,732800,-471.70876693725586,-4.7170876455307,7328,-0.0008927557539908371,1731.8290176391602,2.0590264350175858,865.8930168151855,61.403042174410075,0.000688246376683567,0.002890624979045242,7.462501525878906e-05,1.0,0.0005,2
229,736000,-456.5234799385071,-4.565234975814819,7360,-0.0008728726925011365,1557.3770217895508,2.0361704230308533,778.6672782897949,57.534873065538704,0.001757725798598368,0.007552083407063037,0.0001316666603088379,1.0,0.0005,2
230,739200,-414.47640562057495,-4.144764049053192,7392,-4.6269241221752466e-05,1240.359390258789,2.0380027294158936,620.1592674255371,50.73606973700225,0.0005211915686239545,0.0,0.0001443624496459961,1.0,0.0005,2
231,742400,-425.1912136077881,-4.251912121772766,7424,-0.00024790098402260874,1300.3417892456055,2.0272501409053802,650.1503715515137,53.099409092217684,0.000870962632917189,0.0009635416681703646,0.0001361370086669922,1.0,0.0005,2
232,745600,-483.1460452079773,-4.831460447311401,7456,-0.00033633807862321063,1834.514747619629,2.036497086286545,917.2366714477539,62.4188573253341,0.00047233426033771475,5.208333459449932e-05,8.869171142578125e-05,1.0,0.0005,2
233,748800,-436.78703022003174,-4.367870132923127,7488,-0.0004381046619832407,1364.03173828125,2.0300409495830536,681.9951286315918,54.25895967055112,0.0008652140927559579,0.00028645833663176745,0.00011479854583740234,1.0,0.0005,2
234,752000,-439.00886583328247,-4.390088737010956,7520,-0.0004250549838800133,1404.1637802124023,2.0200975239276886,702.0612754821777,55.10994385462254,0.00053902951458516,5.208333459449932e-05,0.00011724233627319336,1.0,0.0005,2
235,755200,-452.275803565979,-4.52275824546814,7552,0.0002596982066727094,1510.1074447631836,2.018507868051529,755.0337905883789,57.098126729018986,0.0006114404285434257,0.000625000011496013,0.00011038780212402344,1.0,0.0005,2
236,758400,-462.91743659973145,-4.629174151420593,7584,-0.0002566761505509163,1574.6701965332031,2.027912825345993,787.3145523071289,59.01763283833861,0.0008743323594451815,0.001171875002910383,0.0001570582389831543,1.0,0.0005,2
237,761600,-449.98705673217773,-4.4998706698417665,7616,0.0002370137445995013,1478.5517196655273,2.005307011306286,739.256046295166,56.52073637256399,0.0007230406313291043,0.00015624999650754035,0.0001258254051208496,1.0,0.0005,2
238,764800,-459.30099868774414,-4.593009939193726,7648,-0.0006661516407870938,1524.9851608276367,2.0137811452150345,762.4717674255371,57.85624482668936,0.0004536533336370454,5.208333459449932e-05,0.00012379884719848633,1.0,0.0005,2
239,768000,-445.6329574584961,-4.456329545974731,7680,-0.0002089502950290978,1388.1506271362305,2.018612787127495,694.0549201965332,55.94483594642952,0.0005030947858139331,0.0,0.0001875758171081543,1.0,0.0005,2
240,771200,-450.7886390686035,-4.507886428833007,7712,-0.0003378414604716107,1510.3175048828125,2.0513246059417725,755.1379051208496,57.199570009019226,0.0005710234696614101,0.0010156250245927367,0.00013113021850585938,1.0,0.0005,2
241,774400,-434.0578670501709,-4.340578932762146,7744,-0.0004266523496143648,1269.2389755249023,2.009434387087822,634.5989608764648,52.23160024220124,0.0009322427952164334,0.0009895833172777202,0.00015538930892944336,1.0,0.0005,2
242,777600,-471.6115827560425,-4.716115880012512,7776,-0.000152246437583603,1697.0989151000977,2.0388550460338593,848.5289077758789,60.835325666703284,0.0011662497058758812,0.005598958421614952,0.0001227259635925293,1.0,0.0005,2
243,780800,-443.17188119888306,-4.431718862056732,7808,-0.00040226397334031105,1441.305435180664,2.0466627329587936,720.6318473815918,55.6753921257332,0.0006254596913784786,0.00036458332760958,0.0001423358917236328,1.0,0.0005,2
244,784000,-477.6586980819702,-4.776586961746216,7840,-0.0014425813365823714,1730.5233612060547,2.0461779683828354,865.2397727966309,61.79320878954604,0.0015090788260756992,0.009218749833962647,0.0001138448715209961,1.0,0.0005,2
245,787200,-447.52557277679443,-4.475255827903748,7872,0.00037826966604675993,1425.390365600586,2.0216641575098038,712.6753425598145,56.424710341729224,0.0006092720033173829,2.604166729724966e-05,0.00018197298049926758,1.0,0.0005,2
246,790400,-431.0050950050354,-4.310050981044769,7904,-8.724821624728207e-06,1280.170021057129,2.027115359902382,640.0647277832031,52.841909621376544,0.0014920549879214465,0.005182291748496937,0.00019109249114990234,1.0,0.0005,2
247,793600,-480.0569591522217,-4.800569462776184,7936,0.00013819169445550283,1725.2984466552734,2.0458235144615173,862.6288948059082,61.75276462640613,0.0011814927520398105,0.004453125013242243,0.00012415647506713867,1.0,0.0005,2
