iter,global_step,episode_return,mean_step_reward,optimized_episode_return,optimized_mean_step_reward,reward_shift,episode_return_gap_to_zero,mean_step_reward_gap_to_zero,episode_return_delta_from_start,mean_step_reward_delta_from_start,pursuer_target_distance,capture,task_score,eval_mean_return,eval_mean_step_reward,eval_optimized_mean_return,eval_optimized_mean_step_reward,eval_mean_episode_length,eval_pursuer_target_distance,eval_capture,eval_task_score,eval_return_gap_to_zero,eval_return_delta_from_start,episodes_completed,policy_loss,value_loss,entropy,total_loss,grad_norm,actor_grad_norm,critic_grad_norm,approx_kl,clipfrac,explained_variance,mean_ratio_epoch0,entropy_coef,lr,seed,alpha,env_alpha,capture_rate,detection_event_rate,capture_without_recent_detection_rate,window_open,steps_since_detection
0,3200,-76.76079075038433,-0.767607899904251,-76.76079075038433,-0.767607899904251,0.0,76.76079075038433,0.767607899904251,0.0,0.0,6.31155454158783,0.0,0.0,-57.58377629518509,-0.5758377629518509,-57.58377629518509,-0.5758377629518509,100.0,5.019400389194488,0.0,0.0,57.58377629518509,0.0,32,-0.002546439658291888,0.6081520617008209,1.6068475604057313,0.2854611098766327,0.05678131319582462,0.05678131319582462,0.2840048551559448,0.002605049369594808,0.013812500107451341,-0.3803471326828003,1.0,0.01,0.0007,0,0.0,0.0,0.0,0.083125,0.0,0.0884375,50.20875
1,6400,-83.8452642261982,-0.838452644944191,-83.8452642261982,-0.838452644944191,0.0,83.8452642261982,0.838452644944191,-7.084473475813866,-0.07084474503993998,6.087552437782287,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64,-0.0013866940842007125,0.5185509294271469,1.6005574345588685,0.2418831929564476,0.04539482444524765,0.04539482444524765,0.32605636268854143,0.0011813941011498588,0.003075000084936619,0.09631681442260742,1.0,0.01,0.0006988942307692308,0,0.0,0.0,0.0,0.050625,0.0,0.0546875,52.7075
2,9600,-85.17146211862564,-0.8517145526409149,-85.17146211862564,-0.8517145526409149,0.0,85.17146211862564,0.8517145526409149,-8.41067136824131,-0.08410665273666385,7.026640825271606,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96,-0.0018209619251661978,0.4121318757534027,1.5985924005508423,0.18825905174016952,0.05142677687108517,0.05142677687108517,0.34488910138607026,0.0019967028376415953,0.007599999936064705,0.3331119418144226,1.0,0.01,0.0006977884615384615,0,0.0,0.0,0.0,0.00375,0.0,0.0071875,55.3646875
3,12800,-77.71412444114685,-0.7771412205696105,-77.71412444114685,-0.7771412205696105,0.0,77.71412444114685,0.7771412205696105,-0.9533336907625198,-0.009533320665359502,5.533543739318848,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,128,-0.002296947944257255,0.340776589512825,1.5925294518470765,0.15216605514287948,0.05333214327692985,0.05333214327692985,0.32279967069625853,0.0020597720209482788,0.013381249993108213,0.4172906279563904,1.0,0.01,0.0006966826923076923,0,0.0,0.0,0.0,0.079375,0.0,0.08125,51.4284375
4,16000,-80.14825308322906,-0.8014825183153153,-80.14825308322906,-0.8014825183153153,0.0,80.14825308322906,0.8014825183153153,-3.387462332844734,-0.033874618411064206,6.05357446193695,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,-0.00215902254376561,0.3996918469667435,1.580504596233368,0.18188185393810272,0.05726689286530018,0.05726689286530018,0.30106921046972274,0.002476532324363136,0.024418749421602114,0.26620614528656006,1.0,0.01,0.0006955769230769231,0,0.0,0.0,0.0,0.0175,0.0,0.034375,51.2290625
5,19200,-87.45541900396347,-0.8745541679859161,-87.45541900396347,-0.8745541679859161,0.0,87.45541900396347,0.8745541679859161,-10.69462825357914,-0.10694626808166507,6.985265636444092,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,192,-0.0017911177262774913,0.3831173926591873,1.5763895630836486,0.1740036800503731,0.052582978084683415,0.052582978084683415,0.3309202045202255,0.0022312372762830503,0.01708749991375953,0.3697197437286377,1.0,0.01,0.0006944711538461538,0,0.0,0.0,0.0,0.0153125,0.0,0.02,54.1128125
6,22400,-68.1026941537857,-0.6810269409418106,-68.1026941537857,-0.6810269409418106,0.0,68.1026941537857,0.6810269409418106,8.658096596598625,0.08658095896244045,5.628501944541931,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,224,-0.002580326096759933,0.23934637755155563,1.574921727180481,0.1013436459004879,0.049052149429917334,0.049052149429917334,0.26764223873615267,0.002400771458633703,0.018075000145472586,0.43789154291152954,1.0,0.01,0.0006933653846153846,0,0.0,0.0,0.0,0.098125,0.0,0.113125,47.26625
7,25600,-69.35585406422615,-0.6935585421323777,-69.35585406422615,-0.6935585421323777,0.0,69.35585406422615,0.6935585421323777,7.40493668615818,0.07404935777187338,5.5294551753997805,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256,-0.0018487304512760261,0.2522410273551941,1.5686823368072509,0.10858495980501175,0.05412980169057846,0.05412980169057846,0.27686465680599215,0.001972093038785269,0.011562500224681572,0.3904486894607544,1.0,0.01,0.0006922596153846154,0,0.0,0.0,0.0,0.031875,0.0,0.0334375,53.96125
8,28800,-60.467139691114426,-0.6046713507175445,-60.467139691114426,-0.6046713507175445,0.0,60.467139691114426,0.6046713507175445,16.293651059269905,0.16293654918670653,5.000562334060669,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,288,-0.0029979626801097227,0.19764485955238342,1.5650421261787415,0.0801740474998951,0.06425298489630223,0.06425298489630223,0.25738715082407,0.003324726929713989,0.031450000056065616,0.4433327317237854,1.0,0.01,0.0006911538461538461,0,0.0,0.0,0.0,0.1096875,0.0,0.1165625,46.533125
9,32000,-71.15009570121765,-0.7115009748935699,-71.15009570121765,-0.7115009748935699,0.0,71.15009570121765,0.7115009748935699,5.610695049166679,0.05610692501068115,5.672580194473267,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320,-0.002471697911480675,0.2595893681049347,1.5516386866569518,0.11180659979581833,0.048223008215427396,0.048223008215427396,0.2852651387453079,0.002249370029313088,0.01262500001466833,0.20594704151153564,1.0,0.01,0.0006900480769230769,0,0.0,0.0,0.0,0.0359375,0.0,0.0403125,53.6071875
