iter,global_step,episode_return,mean_step_reward,optimized_episode_return,optimized_mean_step_reward,reward_shift,episode_return_gap_to_zero,mean_step_reward_gap_to_zero,episode_return_delta_from_start,mean_step_reward_delta_from_start,pursuer_target_distance,capture,task_score,eval_mean_return,eval_mean_step_reward,eval_optimized_mean_return,eval_optimized_mean_step_reward,eval_mean_episode_length,eval_pursuer_target_distance,eval_capture,eval_task_score,eval_return_gap_to_zero,eval_return_delta_from_start,episodes_completed,policy_loss,value_loss,entropy,total_loss,grad_norm,actor_grad_norm,critic_grad_norm,approx_kl,clipfrac,explained_variance,mean_ratio_epoch0,entropy_coef,lr,seed,alpha,env_alpha,capture_rate
0,3200,-283.3606935739517,-2.833606925010681,-283.3606935739517,-2.833606925010681,0.0,283.3606935739517,2.833606925010681,0.0,0.0,2.823606870174408,0.0,0.0,-176.72426760196686,-1.7672426760196687,-176.72426760196686,-1.7672426760196687,100.0,1.7572426855564118,0.0,0.0,176.72426760196686,0.0,32,-0.0013729458470596255,0.7316803336143494,1.6074068784713744,0.3483931511640549,0.028868523612618446,0.028868523612618446,0.2861915916204453,0.0020087742988835304,0.005212500132620335,-0.624752402305603,1.0,0.01,0.0007,2,1.0,1.0,0.0
1,6400,-226.64340209960938,-2.266434044837952,-226.64340209960938,-2.266434044837952,0.0,226.64340209960938,2.266434044837952,56.717291474342346,0.5671728801727292,2.2970590353012086,0.0040625,0.00123215870765531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64,-0.0013786015151069364,0.3635479807853699,1.5989588618278503,0.16442886143922805,0.039603465050458905,0.039603465050458905,0.2392767295241356,0.0015931985009958356,0.0032437500543892384,0.2339639663696289,1.0,0.009985576923076923,0.0006988942307692308,2,1.0,1.0,0.03125
2,9600,-232.5829418450594,-2.32582945227623,-232.5829418450594,-2.32582945227623,0.0,232.5829418450594,2.32582945227623,50.777751728892326,0.5077774727344511,2.334579463005066,0.001875,0.000562289794201,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96,-0.001019231475080673,0.46369072794914246,1.586869978904724,0.21500320881605148,0.03375659100711346,0.03375659100711346,0.2842899560928345,0.0017333466697894387,0.0038562498986721037,0.22283786535263062,1.0,0.009971153846153847,0.0006977884615384615,2,1.0,1.0,0.0625
3,12800,-225.01950001716614,-2.2501949298381807,-225.01950001716614,-2.2501949298381807,0.0,225.01950001716614,2.2501949298381807,58.34119355678558,0.5834119951725003,2.399569890499115,0.0159375,0.004688093056871998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,128,-0.0012143127003220399,0.5522241055965423,1.562863564491272,0.2593367248773575,0.037954495288431644,0.037954495288431644,0.2943508267402649,0.0017776109743867174,0.007418749947100877,0.13363265991210938,1.0,0.00995673076923077,0.0006966826923076923,2,1.0,1.0,0.09375
4,16000,-240.81076788902283,-2.408107717037201,-240.81076788902283,-2.408107717037201,0.0,240.81076788902283,2.408107717037201,42.549925684928894,0.42549920797348006,2.398107671737671,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,-0.0007221098521085878,0.33332438170909884,1.5606872320175171,0.1504232481122017,0.032360822148621085,0.032360822148621085,0.24953214973211288,0.0013899695222794647,0.0033937499858438967,0.32666099071502686,1.0,0.009942307692307693,0.0006955769230769231,2,1.0,1.0,0.0
5,19200,-291.57934296131134,-2.9157934379577637,-291.57934296131134,-2.9157934379577637,0.0,291.57934296131134,2.9157934379577637,-8.21864938735962,-0.08218651294708268,2.905793359279633,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,192,-0.001642155213141905,0.48238922357559205,1.5734879612922668,0.22393105328083038,0.04271123819053173,0.04271123819053173,0.3137789025902748,0.0024010576089498947,0.01231874999939464,0.26841771602630615,1.0,0.009927884615384616,0.0006944711538461538,2,1.0,1.0,0.0
6,22400,-274.9653876647353,-2.7496539115905763,-274.9653876647353,-2.7496539115905763,0.0,274.9653876647353,2.7496539115905763,8.395305909216404,0.08395301342010475,2.752153856754303,0.00125,0.000333141989300321,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,224,-0.0009472449517573978,0.3337571948766708,1.5625447630882263,0.15044112354516984,0.04285417273640633,0.04285417273640633,0.2723756551742554,0.002253641704010502,0.014668750215787441,0.5303137898445129,1.0,0.00991346153846154,0.0006933653846153846,2,1.0,1.0,0.03125
7,25600,-286.06714701652527,-2.8606714749336244,-286.06714701652527,-2.8606714749336244,0.0,286.06714701652527,2.8606714749336244,-2.7064534425735474,-0.02706454992294338,2.8506714487075806,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256,-0.0008231107359925715,0.30948189198970794,1.550842833518982,0.13856597989797592,0.028774250671267508,0.028774250671267508,0.2838151305913925,0.0011884420287974883,0.0010812499560415745,0.44853389263153076,1.0,0.009899038461538463,0.0006922596153846154,2,1.0,1.0,0.0
8,28800,-230.1235624551773,-2.301235644817352,-230.1235624551773,-2.301235644817352,0.0,230.1235624551773,2.301235644817352,53.237131118774414,0.5323712801933289,2.291235632896423,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,288,-0.0007205616929624626,0.2571434959769249,1.5426833271980285,0.1126023530960083,0.032096363976597785,0.032096363976597785,0.2609289772808552,0.0015110425538300983,0.007981250062584877,0.00840771198272705,1.0,0.009884615384615384,0.0006911538461538461,2,1.0,1.0,0.0
9,32000,-237.11886596679688,-2.3711886906623842,-237.11886596679688,-2.3711886906623842,0.0,237.11886596679688,2.3711886906623842,46.241827607154846,0.46241823434829676,2.361188633441925,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320,-0.001012025366124192,0.23729652166366577,1.5267728567123413,0.10256669372320175,0.036853316612541674,0.036853316612541674,0.21202253550291061,0.0012883836239785565,0.005024999938905239,0.3362961411476135,1.0,0.009870192307692307,0.0006900480769230769,2,1.0,1.0,0.0
